UNIX time,value,sumcheck
1612282431,-1,44
1612282517,-1,43
1612282627,-1,42
1612282652,-1,41
1612282883,1,42
1612283029,1,43
1612283245,-1,42
1612283246,1,43
1612283463,-1,42
1612283488,1,43
1612283799,-1,42
1612284026,-1,41
1612284104,-1,40
1612284198,-1,39
1612284282,-1,38
1612284322,-1,37
1612284415,1,38
1612284416,1,39
1612284549,-1,38
1612284606,-1,37
1612284633,-1,36
1612284653,-1,35
1612284938,-1,34
1612285791,-1,33
1612285820,-1,32
1612285877,-1,31
1612285964,-1,30
1612286144,-1,29
1612286810,-1,28
1612286958,-1,27
1612286991,-1,26
1612287702,-1,25
1612287705,-1,24
1612287759,-1,23
1612288119,1,24
1612288122,1,25
1612288284,-1,24
1612288308,-1,23
1612288380,-1,22
1612288391,-1,21
1612288395,-1,20
1612288934,-1,19
1612289214,-1,18
1612289542,-1,17
1612289586,-1,16
1612289757,1,17
1612289911,-1,16
1612290282,-1,15
1612290454,-1,14
1612291463,1,15
1612291465,1,16
1612291466,1,17
1612291466,1,18
1612291678,-1,17
1612291795,-1,16
1612291814,-1,15
1612291817,-1,14
1612291830,-1,13
1612292190,-1,12
1612293314,-1,11
1612294925,-1,10
1612294947,-1,9
1612295165,1,10
1612295167,1,11
1612295413,-1,10
1612295444,-1,9
1612296306,1,10
1612296314,1,11
1612296326,1,12
1612296331,1,13
1612296334,1,14
1612296336,1,15
1612296337,1,16
1612296337,1,17
1612296338,1,18
1612296338,1,19
1612296338,1,20
1612296340,1,21
1612296340,1,22
1612296520,-1,21
1612296527,-1,20
1612296529,-1,19
1612296529,-1,18
1612296530,-1,17
1612296531,-1,16
1612296532,-1,15
1612296533,-1,14
1612296534,-1,13
1612296534,-1,12
1612296535,-1,11
1612296551,-1,10
1612296558,-1,9
1612296660,-1,8
1612296699,1,9
1612297080,-1,8
1612298607,-1,7
1612298733,1,8
1612298774,1,9
1612299033,-1,8
1612299057,-1,7
1612300260,1,8
1612300265,1,9
1612300272,1,10
1612300309,1,11
1612300624,-1,10
1612300625,-1,9
1612300634,-1,8
1612300638,-1,7
1612301418,-1,6
1612302267,1,7
1612302268,1,8
1612302624,-1,7
1612302642,-1,6
1612305782,1,7
1612305799,1,8
1612305804,1,9
1612305842,1,10
1612306156,-1,9
1612306163,-1,8
1612306175,-1,7
1612306175,-1,6
1612308701,-1,5
1612310439,1,6
1612310449,1,7
1612310463,1,8
1612310988,-1,7
1612325486,-1,6
1612325505,-1,5
1612326661,1,6
1612326677,1,7
1612327315,1,8
1612327418,1,9
1612327539,1,10
1612327638,1,11
1612328210,1,12
1612328979,1,13
1612329072,1,14
1612329089,1,15
1612329090,1,16
1612329095,1,17
1612329141,1,18
1612329149,-1,17
1612329200,1,18
1612329389,-1,17
1612329401,-1,16
1612329403,-1,15
1612329407,-1,14
1612329429,-1,13
1612330104,1,14
1612330217,1,15
1612330220,1,16
1612330221,1,17
1612330395,-1,16
1612330397,-1,15
1612330403,-1,14
1612330415,-1,13
1612330478,1,14
1612331068,1,15
1612331297,1,16
1612331303,1,17
1612331435,1,18
1612331440,1,19
1612332077,1,20
1612332084,1,21
1612332090,1,22
1612332262,-1,21
1612332488,1,22
1612332513,1,23
1612332597,1,24
1612332752,1,25
1612332759,1,26
1612333143,-1,25
1612333156,1,26
1612333338,1,27
1612333422,1,28
1612333428,1,29
1612333781,1,30
1612333955,1,31
1612333985,1,32
1612334290,1,33
1612334476,1,34
1612334706,1,35
1612334791,1,36
1612334805,1,37
1612334824,1,38
1612334904,1,39
1612334944,1,40
1612335116,1,41
1612335203,1,42
1612335219,1,43
1612335341,1,44
1612335626,1,45
1612335880,1,46
1612336072,1,47
1612336349,1,48
1612336359,1,49
1612336389,-1,48
1612336707,1,49
1612336728,-1,48
1612336734,1,49
1612336738,1,50
1612336889,1,51
1612337024,1,52
1612338052,-1,51
1612338185,1,52
1612338255,-1,51
1612338314,1,52
1612339196,1,53
1612340733,-1,52
1612341022,1,53
1612341061,1,54
1612341714,1,55
1612341807,-1,54
1612341829,1,55
1612341841,1,56
1612342181,-1,55
1612342197,-1,54
1612342309,1,55
1612342724,1,56
1612343866,-1,55
1612344785,-1,54
1612345062,1,55
1612345434,-1,54
1612345437,1,55
1612345471,1,56
1612345782,-1,55
1612345801,-1,54
1612346679,-1,53
1612347395,1,54
1612348065,-1,53
1612348588,-1,52
1612348694,1,53
1612349014,1,54
1612349042,1,55
1612349365,-1,54
1612349382,1,55
1612349404,1,56
1612349407,1,57
1612349957,1,58
1612349961,-1,57
1612349977,-1,56
1612350034,1,57
1612350165,1,58
1612350291,-1,57
1612350677,1,58
1612350677,1,59
1612351039,-1,58
1612351041,-1,57
1612351051,-1,56
1612351271,1,57
1612351781,1,58
1612352094,-1,57
1612352094,1,58
1612352160,1,59
1612352718,-1,58
1612352726,1,59
1612352996,1,60
1612352999,1,61
1612353000,-1,60
1612353001,1,61
1612353397,-1,60
1612353536,1,61
1612353556,-1,60
1612353651,-1,59
1612353716,-1,58
1612354500,-1,57
1612354711,1,58
1612355028,1,59
1612355664,-1,58
1612356311,-1,57
1612356446,1,58
1612356454,1,59
1612356462,1,60
1612356608,-1,59
1612356716,-1,58
1612356726,-1,57
1612357707,1,58
1612358691,-1,57
1612359056,1,58
1612359775,-1,57
1612359810,1,58
1612359814,1,59
1612359814,1,60
1612360173,-1,59
1612360183,-1,58
1612360200,-1,57
1612360203,1,58
1612360223,-1,57
1612360380,-1,56
1612360535,-1,55
1612360569,-1,54
1612360589,1,55
1612361644,1,56
1612361728,-1,55
1612362139,1,56
1612362793,-1,55
1612362830,-1,54
1612362879,-1,53
1612362942,-1,52
1612363165,-1,51
1612363434,-1,50
1612363462,1,51
1612363476,1,52
1612363737,-1,51
1612363768,-1,50
1612363821,1,51
1612364302,1,52
1612364338,-1,51
1612364717,-1,50
1612364971,1,51
1612364982,-1,50
1612365219,-1,49
1612365284,-1,48
1612365496,-1,47
1612365516,1,48
1612365535,-1,47
1612365602,1,48
1612365745,1,49
1612365812,-1,48
1612365853,-1,47
1612365935,-1,46
1612366350,-1,45
1612366511,-1,44
1612366644,-1,43
1612366988,-1,42
1612367071,-1,41
1612367107,1,42
1612367119,1,43
1612367308,1,44
1612367376,-1,43
1612367391,-1,42
1612367403,-1,41
1612367405,1,42
1612367545,-1,41
1612368218,-1,40
1612368638,-1,39
1612368671,1,40
1612368858,-1,39
1612368904,-1,38
1612369023,-1,37
1612369056,1,38
1612369065,-1,37
1612369461,-1,36
1612369493,-1,35
1612369970,-1,34
1612370723,1,35
1612370724,1,36
1612370954,-1,35
1612371020,1,36
1612371026,-1,35
1612371040,-1,34
1612371055,-1,33
1612371201,-1,32
1612371582,-1,31
1612371636,-1,30
1612372170,-1,29
1612372342,-1,28
1612372471,-1,27
1612372501,-1,26
1612373319,-1,25
1612373362,-1,24
1612373948,1,25
1612374236,-1,24
1612374541,-1,23
1612374791,-1,22
1612374903,1,23
1612375207,-1,22
1612375285,-1,21
1612375415,1,22
1612375876,-1,21
1612375880,-1,20
1612376037,-1,19
1612376608,-1,18
1612376745,-1,17
1612376752,-1,16
1612376811,-1,15
1612376903,1,16
1612377431,-1,15
1612377628,-1,14
1612377635,-1,13
1612377643,-1,12
1612378622,-1,11
1612380295,-1,10
1612381405,1,11
1612381414,1,12
1612381448,1,13
1612381462,-1,12
1612381474,1,13
1612381861,-1,12
1612381861,-1,11
1612381868,-1,10
1612381875,-1,9
1612381895,1,10
1612382210,-1,9
1612383013,-1,8
1612383038,1,9
1612383941,-1,8
1612383943,-1,7
1612384834,-1,6
1612385014,1,7
1612385020,1,8
1612385022,1,9
1612385027,1,10
1612385032,1,11
1612385039,-1,10
1612385081,-1,9
1612385379,1,10
1612385381,-1,9
1612385382,-1,8
1612385382,-1,7
1612385388,-1,6
1612386675,1,7
1612386688,1,8
1612386690,1,9
1612386987,-1,8
1612386990,-1,7
1612386994,-1,6
1612386995,-1,5
1612387028,1,6
1612387870,-1,5
1612391156,-1,4
1612397024,1,5
1612397031,-1,4
1612397039,1,5
1612397043,1,6
1612397045,1,7
1612397046,1,8
1612397047,1,9
1612397051,1,10
1612397060,1,11
1612397077,1,12
1612397473,1,13
1612398691,-1,12
1612411890,-1,11
1612411892,-1,10
1612411892,-1,9
1612411895,-1,8
1612411896,-1,7
1612411897,-1,6
1612411898,-1,5
1612411898,-1,4
1612411903,-1,3
1612411925,1,4
1612412971,1,5
1612413113,1,6
1612413692,1,7
1612413912,1,8
1612414062,1,9
1612414077,1,10
1612415483,1,11
1612415696,1,12
1612415810,1,13
1612415994,-1,12
1612416329,1,13
1612416489,1,14
1612416493,1,15
1612416495,1,16
1612417397,1,17
1612417398,1,18
1612417469,1,19
1612417520,1,20
1612417669,-1,19
1612417687,1,20
1612417865,1,21
1612417946,1,22
1612418105,1,23
1612418326,1,24
1612418333,1,25
1612418440,1,26
1612418514,1,27
1612418519,1,28
1612418612,1,29
1612418772,1,30
1612419039,1,31
1612419153,1,32
1612419272,1,33
1612419316,-1,32
1612420175,1,33
1612420215,-1,32
1612420260,1,33
1612420844,1,34
1612421009,-1,33
1612421023,1,34
1612421038,1,35
1612421050,1,36
1612421170,1,37
1612421184,1,38
1612421392,1,39
1612421398,1,40
1612421416,1,41
1612421794,1,42
1612422003,1,43
1612422075,1,44
1612422259,1,45
1612422486,1,46
1612422528,1,47
1612422681,-1,46
1612423019,1,47
1612423037,-1,46
1612423067,1,47
1612423453,1,48
1612423853,1,49
1612424007,1,50
1612424218,1,51
1612424294,-1,50
1612424479,-1,49
1612424851,1,50
1612424853,1,51
1612424974,1,52
1612425111,-1,51
1612425138,-1,50
1612425144,1,51
1612425162,-1,50
1612425175,1,51
1612425515,1,52
1612425772,1,53
1612426180,-1,52
1612426462,-1,51
1612427310,-1,50
1612427449,-1,49
1612428128,1,50
1612428196,-1,49
1612428223,-1,48
1612428234,1,49
1612428287,1,50
1612428589,1,51
1612428590,-1,50
1612428596,-1,49
1612428695,1,50
1612428942,1,51
1612429046,1,52
1612429668,-1,51
1612430488,1,52
1612430823,1,53
1612430937,-1,52
1612430995,1,53
1612431161,1,54
1612431630,1,55
1612431885,-1,54
1612432222,1,55
1612432266,1,56
1612432364,1,57
1612432584,1,58
1612433671,1,59
1612433702,-1,58
1612434304,1,59
1612434690,1,60
1612434908,-1,59
1612435211,-1,58
1612435642,-1,57
1612435664,-1,56
1612435665,-1,55
1612435897,1,56
1612436076,-1,55
1612436169,-1,54
1612436548,-1,53
1612437041,1,54
1612437048,1,55
1612437051,-1,54
1612437203,1,55
1612437390,-1,54
1612437417,1,55
1612437825,-1,54
1612438202,1,55
1612438251,1,56
1612438654,1,57
1612439024,1,58
1612439202,1,59
1612439281,-1,58
1612439374,-1,57
1612439401,1,58
1612439651,1,59
1612439752,1,60
1612439765,-1,59
1612440426,1,60
1612440596,1,61
1612442412,-1,60
1612442834,-1,59
1612442869,1,60
1612442873,1,61
1612442962,-1,60
1612443102,-1,59
1612443103,-1,58
1612443106,-1,57
1612443505,1,58
1612443521,1,59
1612443669,-1,58
1612443722,1,59
1612443781,1,60
1612445049,-1,59
1612445085,1,60
1612445478,1,61
1612445520,-1,60
1612445538,1,61
1612445540,1,62
1612445546,1,63
1612445550,1,64
1612445766,-1,63
1612445771,1,64
1612446056,1,65
1612446072,-1,64
1612446156,-1,63
1612446200,1,64
1612446213,-1,63
1612446581,-1,62
1612446664,1,63
1612446924,-1,62
1612447018,-1,61
1612447880,1,62
1612448475,-1,61
1612448477,1,62
1612448727,1,63
1612448911,1,64
1612449013,1,65
1612449161,1,66
1612449164,-1,65
1612449354,-1,64
1612449788,-1,63
1612450186,-1,62
1612450195,1,63
1612450243,1,64
1612450995,-1,63
1612451362,-1,62
1612451604,-1,61
1612451640,1,62
1612452314,-1,61
1612452358,-1,60
1612452454,-1,59
1612452662,-1,58
1612453034,-1,57
1612453292,-1,56
1612453293,-1,55
1612453375,-1,54
1612453390,-1,53
1612453429,-1,52
1612453442,1,53
1612453507,-1,52
1612453639,-1,51
1612453643,-1,50
1612453768,-1,49
1612453801,1,50
1612453808,-1,49
1612453935,-1,48
1612454058,-1,47
1612454466,-1,46
1612454958,-1,45
1612455289,-1,44
1612455338,-1,43
1612455379,-1,42
1612455427,-1,41
1612455748,1,42
1612455931,-1,41
1612455952,-1,40
1612456181,1,41
1612456329,-1,40
1612456353,-1,39
1612456425,-1,38
1612456467,-1,37
1612456476,-1,36
1612456501,1,37
1612456770,-1,36
1612456954,-1,35
1612457112,1,36
1612457118,1,37
1612457119,1,38
1612457120,1,39
1612457124,1,40
1612457162,-1,39
1612457276,-1,38
1612457287,-1,37
1612457416,-1,36
1612457419,-1,35
1612457424,-1,34
1612457425,-1,33
1612457427,-1,32
1612457438,1,33
1612457526,-1,32
1612457719,-1,31
1612457756,-1,30
1612458243,-1,29
1612458630,1,30
1612458667,1,31
1612458744,-1,30
1612458762,-1,29
1612458807,-1,28
1612458819,-1,27
1612458823,-1,26
1612458943,-1,25
1612459664,-1,24
1612459687,-1,23
1612460406,-1,22
1612460430,-1,21
1612460653,1,22
1612460673,-1,21
1612460674,-1,20
1612460783,-1,19
1612460858,-1,18
1612460938,1,19
1612460976,-1,18
1612460982,-1,17
1612461055,-1,16
1612461126,-1,15
1612461187,-1,14
1612461206,1,15
1612461365,1,16
1612461387,1,17
1612462449,-1,16
1612463078,-1,15
1612463606,-1,14
1612464582,-1,13
1612464588,-1,12
1612464998,-1,11
1612466332,-1,10
1612466777,-1,9
1612467792,-1,8
1612468179,1,9
1612468566,-1,8
1612468591,1,9
1612469066,-1,8
1612469086,-1,7
1612469410,1,8
1612469781,-1,7
1612469790,-1,6
1612469814,1,7
1612470402,1,8
1612471229,-1,7
1612471419,-1,6
1612471479,1,7
1612471482,1,8
1612471486,1,9
1612471486,1,10
1612471489,1,11
1612471491,1,12
1612471491,1,13
1612471492,1,14
1612471503,1,15
1612471768,-1,14
1612471771,-1,13
1612471773,-1,12
1612471778,-1,11
1612471780,-1,10
1612471781,-1,9
1612471782,-1,8
1612471782,-1,7
1612471783,-1,6
1612472347,-1,5
1612472372,1,6
1612473063,1,7
1612473455,-1,6
1612473965,-1,5
1612475040,1,6
1612475043,1,7
1612475363,-1,6
1612475363,-1,5
1612478661,1,6
1612478983,-1,5
1612499478,1,6
1612499695,1,7
1612500221,1,8
1612500271,1,9
1612501737,1,10
1612502013,1,11
1612502203,-1,10
1612502402,1,11
1612502466,1,12
1612502489,1,13
1612502849,1,14
1612502984,1,15
1612503618,1,16
1612503852,1,17
1612503892,1,18
1612504197,-1,17
1612504217,1,18
1612504248,1,19
1612504666,1,20
1612504929,1,21
1612504932,1,22
1612504957,1,23
1612504986,1,24
1612505048,1,25
1612505249,1,26
1612505250,1,27
1612505488,1,28
1612506073,1,29
1612506544,1,30
1612506725,-1,29
1612506727,-1,28
1612506752,1,29
1612506987,1,30
1612507318,1,31
1612507400,1,32
1612507423,1,33
1612507438,1,34
1612507470,1,35
1612507512,1,36
1612507538,1,37
1612507668,1,38
1612507713,1,39
1612507748,1,40
1612507756,-1,39
1612507757,1,40
1612508275,1,41
1612508385,1,42
1612508413,1,43
1612508447,1,44
1612508563,-1,43
1612508755,1,44
1612508769,-1,43
1612508810,1,44
1612508896,1,45
1612508899,1,46
1612508903,1,47
1612508904,1,48
1612508921,1,49
1612508972,1,50
1612509027,1,51
1612509037,1,52
1612509386,1,53
1612509396,-1,52
1612510043,1,53
1612510161,1,54
1612510191,-1,53
1612510326,1,54
1612510337,1,55
1612510390,1,56
1612510742,1,57
1612510872,1,58
1612510988,1,59
1612511261,1,60
1612511376,-1,59
1612511961,1,60
1612512000,-1,59
1612512013,-1,58
1612512397,-1,57
1612512638,1,58
1612513345,-1,57
1612513494,1,58
1612513704,1,59
1612514011,1,60
1612514653,-1,59
1612514671,1,60
1612514774,1,61
1612514915,1,62
1612514997,-1,61
1612515111,1,62
1612515158,1,63
1612516204,1,64
1612516363,1,65
1612516517,1,66
1612516887,-1,65
1612516949,1,66
1612517052,-1,65
1612517059,-1,64
1612517079,1,65
1612517213,-1,64
1612517253,-1,63
1612517734,1,64
1612518117,1,65
1612518792,-1,64
1612518825,-1,63
1612518949,-1,62
1612519226,1,63
1612519322,1,64
1612519336,1,65
1612519537,1,66
1612519771,-1,65
1612519780,-1,64
1612519917,-1,63
1612520131,-1,62
1612520898,-1,61
1612521035,1,62
1612521356,1,63
1612521444,1,64
1612521471,1,65
1612521544,-1,64
1612521741,-1,63
1612521806,-1,62
1612521939,-1,61
1612522089,1,62
1612522200,1,63
1612522261,-1,62
1612522405,-1,61
1612522648,-1,60
1612522705,-1,59
1612522841,1,60
1612523052,-1,59
1612523161,-1,58
1612523169,-1,57
1612523170,-1,56
1612523279,1,57
1612523476,1,58
1612523643,-1,57
1612523811,-1,56
1612524129,-1,55
1612524138,-1,54
1612524895,-1,53
1612525324,1,54
1612525449,1,55
1612525801,-1,54
1612526242,-1,53
1612526546,-1,52
1612527586,-1,51
1612528096,1,52
1612528229,1,53
1612528941,1,54
1612528992,1,55
1612528994,1,56
1612528997,1,57
1612529118,1,58
1612529272,-1,57
1612529369,-1,56
1612529385,-1,55
1612529421,-1,54
1612530285,-1,53
1612531132,1,54
1612531337,1,55
1612531338,1,56
1612531342,1,57
1612531512,1,58
1612531572,-1,57
1612531806,-1,56
1612531817,-1,55
1612531839,-1,54
1612532149,1,55
1612532588,1,56
1612532588,1,57
1612532858,-1,56
1612532895,1,57
1612533007,-1,56
1612533597,-1,55
1612534595,1,56
1612535064,-1,55
1612535262,-1,54
1612535620,1,55
1612535977,-1,54
1612536236,1,55
1612536561,-1,54
1612536597,1,55
1612537224,-1,54
1612537371,1,55
1612538154,-1,54
1612538270,-1,53
1612538363,-1,52
1612538573,-1,51
1612538648,-1,50
1612538718,-1,49
1612538980,-1,48
1612539638,-1,47
1612539852,-1,46
1612539881,-1,45
1612539893,1,46
1612540028,-1,45
1612541284,-1,44
1612541394,-1,43
1612541409,-1,42
1612541440,1,43
1612541495,1,44
1612541541,-1,43
1612541568,-1,42
1612541696,1,43
1612541794,-1,42
1612541988,-1,41
1612542154,-1,40
1612542251,-1,39
1612542918,-1,38
1612543188,-1,37
1612543234,-1,36
1612543269,-1,35
1612543542,1,36
1612543548,-1,35
1612543562,1,36
1612543566,1,37
1612543567,1,38
1612543571,1,39
1612543571,1,40
1612543768,-1,39
1612543807,-1,38
1612543809,-1,37
1612543812,-1,36
1612543826,-1,35
1612543830,-1,34
1612543856,-1,33
1612544134,1,34
1612544433,-1,33
1612544498,1,34
1612545023,-1,33
1612545036,-1,32
1612545098,-1,31
1612545124,-1,30
1612545154,-1,29
1612546127,-1,28
1612546371,-1,27
1612546722,-1,26
1612546987,1,27
1612547028,-1,26
1612547128,-1,25
1612547269,1,26
1612547269,1,27
1612547616,-1,26
1612548625,1,27
1612548626,1,28
1612548631,1,29
1612548633,1,30
1612548634,1,31
1612548637,1,32
1612548649,-1,31
1612548997,-1,30
1612548997,-1,29
1612549001,-1,28
1612549001,-1,27
1612549026,-1,26
1612549035,-1,25
1612549064,-1,24
1612549234,-1,23
1612549465,-1,22
1612549476,-1,21
1612549595,-1,20
1612549608,-1,19
1612550661,1,20
1612550665,1,21
1612550810,-1,20
1612550817,-1,19
1612550882,-1,18
1612550953,-1,17
1612550982,-1,16
1612551478,-1,15
1612552162,-1,14
1612555887,1,15
1612555887,1,16
1612555889,1,17
1612556105,-1,16
1612556185,-1,15
1612556186,-1,14
1612556207,-1,13
1612556825,-1,12
1612557787,1,13
1612557817,1,14
1612557818,1,15
1612557818,1,16
1612557821,1,17
1612558213,-1,16
1612558217,-1,15
1612558220,-1,14
1612558232,-1,13
1612558234,-1,12
1612561413,1,13
1612561793,-1,12
1612564977,1,13
1612564998,1,14
1612565002,1,15
1612565003,1,16
1612565354,-1,15
1612565354,-1,14
1612565357,-1,13
1612565391,-1,12
1612566897,-1,11
1612568746,-1,10
1612569572,1,11
1612569574,1,12
1612569576,1,13
1612569576,1,14
1612569576,1,15
1612569578,1,16
1612569579,1,17
1612569594,1,18
1612583105,-1,17
1612583106,-1,16
1612583107,-1,15
1612583107,-1,14
1612583108,-1,13
1612583110,-1,12
1612583111,-1,11
1612583112,-1,10
1612586890,1,11
1612588195,1,12
1612588204,1,13
1612588218,1,14
1612588219,1,15
1612588221,1,16
1612588226,1,17
1612588624,-1,16
1612588625,-1,15
1612588626,-1,14
1612588637,-1,13
1612588639,-1,12
1612588640,-1,11
1612589236,1,12
1612591286,1,13
1612591767,1,14
1612591845,1,15
1612591856,1,16
1612592078,-1,15
1612592179,-1,14
1612593082,1,15
1612594200,1,16
1612594584,-1,15
1612594889,1,16
1612594920,1,17
1612596205,1,18
1612596457,1,19
1612596875,1,20
1612597346,1,21
1612597354,1,22
1612597359,1,23
1612597363,1,24
1612597551,1,25
1612597727,1,26
1612597778,-1,25
1612597779,-1,24
1612597794,-1,23
1612597796,-1,22
1612599193,1,23
1612599474,1,24
1612600026,-1,23
1612601005,1,24
1612601005,1,25
1612601006,1,26
1612601368,-1,25
1612601372,-1,24
1612601374,-1,23
1612601390,-1,22
1612601410,1,23
1612601523,1,24
1612602703,1,25
1612602814,1,26
1612602977,-1,25
1612603490,1,26
1612603808,1,27
1612603899,-1,26
1612606644,1,27
1612607254,1,28
1612607257,1,29
1612608328,1,30
1612608481,-1,29
1612608484,-1,28
1612608862,1,29
1612609350,-1,28
1612610659,1,29
1612610728,-1,28
1612610947,1,29
1612611314,-1,28
1612611735,-1,27
1612611973,1,28
1612611980,1,29
1612612196,-1,28
1612612214,-1,27
1612612313,-1,26
1612612325,-1,25
1612612471,1,26
1612612523,1,27
1612613378,1,28
1612613482,-1,27
1612613709,-1,26
1612614256,1,27
1612614654,1,28
1612615015,1,29
1612615341,-1,28
1612615433,1,29
1612615434,1,30
1612615436,1,31
1612615636,-1,30
1612615777,-1,29
1612615789,-1,28
1612615793,-1,27
1612616285,-1,26
1612616878,-1,25
1612617326,1,26
1612617608,1,27
1612617981,-1,26
1612618533,-1,25
1612618939,1,26
1612618981,1,27
1612618990,1,28
1612619085,-1,27
1612619147,-1,26
1612619663,-1,25
1612620649,1,26
1612620945,-1,25
1612621175,1,26
1612621322,-1,25
1612621373,1,26
1612621415,1,27
1612621427,-1,26
1612621999,1,27
1612622061,-1,26
1612622324,-1,25
1612622446,-1,24
1612622559,1,25
1612622568,1,26
1612622720,-1,25
1612624613,-1,24
1612624777,-1,23
1612625443,-1,22
1612626217,1,23
1612626258,1,24
1612626492,-1,23
1612626559,-1,22
1612627128,-1,21
1612627368,1,22
1612627374,1,23
1612627374,1,24
1612627385,1,25
1612627394,1,26
1612627694,-1,25
1612627718,-1,24
1612627723,1,25
1612627724,-1,24
1612627847,-1,23
1612627848,-1,22
1612627849,-1,21
1612627852,-1,20
1612627852,-1,19
1612627860,-1,18
1612628644,-1,17
1612628881,-1,16
1612628985,-1,15
1612628990,1,16
1612629546,-1,15
1612629783,1,16
1612629800,1,17
1612629805,1,18
1612630157,-1,17
1612630160,-1,16
1612630168,-1,15
1612630228,-1,14
1612630273,-1,13
1612632637,-1,12
1612633237,-1,11
1612633421,-1,10
1612633473,1,11
1612633486,1,12
1612633628,-1,11
1612633777,-1,10
1612636887,-1,9
1612636989,1,10
1612637369,-1,9
1612639552,-1,8
1612640708,1,9
1612640710,1,10
1612640711,1,11
1612640734,1,12
1612640886,1,13
1612641010,-1,12
1612641012,-1,11
1612641013,-1,10
1612641014,-1,9
1612641038,-1,8
1612644372,1,9
1612644373,1,10
1612644375,1,11
1612644560,-1,10
1612644564,-1,9
1612644575,-1,8
1612647862,1,9
1612648158,-1,8
1612648203,1,9
1612649786,-1,8
1612651408,1,9
1612651772,-1,8
1612656024,1,9
1612656026,1,10
1612656037,1,11
1612656103,-1,10
1612665607,-1,9
1612673511,-1,8
1612673520,-1,7
1612674640,1,8
1612674642,1,9
1612674886,-1,8
1612675006,-1,7
1612676641,1,8
1612676642,1,9
1612676646,1,10
1612676959,-1,9
1612676964,-1,8
1612676972,-1,7
1612680319,1,8
1612680566,-1,7
1612681294,1,8
1612682411,-1,7
1612683136,1,8
1612683769,1,9
1612684167,-1,8
1612685605,1,9
1612686888,1,10
1612687464,1,11
1612687464,1,12
1612687470,1,13
1612687513,1,14
1612687756,-1,13
1612687758,-1,12
1612687759,-1,11
1612687778,-1,10
1612688669,-1,9
1612689910,1,10
1612690040,1,11
1612691040,1,12
1612691059,1,13
1612691365,-1,12
1612691368,-1,11
1612695242,1,12
1612695976,1,13
1612696042,-1,12
1612696115,1,13
1612696501,1,14
1612696921,-1,13
1612696971,-1,12
1612697838,-1,11
1612697847,-1,10
1612701801,1,11
1612701802,1,12
1612701812,1,13
1612702185,-1,12
1612702186,-1,11
1612702189,-1,10
1612703137,1,11
1612703429,1,12
1612703459,1,13
1612704021,-1,12
1612704202,1,13
1612704457,-1,12
1612705348,-1,11
1612705561,1,12
1612705748,-1,11
1612707938,-1,10
1612708970,1,11
1612709377,-1,10
1612711515,-1,9
1612715829,1,10
1612716390,1,11
1612716391,1,12
1612716394,1,13
1612716602,-1,12
1612716605,-1,11
1612716609,-1,10
1612717057,-1,9
1612719908,1,10
1612720167,-1,9
1612721525,-1,8
1612723289,-1,7
1612723580,1,8
1612723708,-1,7
1612726984,1,8
1612726987,1,9
1612727399,-1,8
1612727403,-1,7
1612727408,1,8
1612727596,-1,7
1612728701,-1,6
1612730595,1,7
1612730599,1,8
1612730603,1,9
1612730620,1,10
1612730621,1,11
1612730951,-1,10
1612730952,-1,9
1612730953,-1,8
1612730979,-1,7
1612731069,-1,6
1612734235,1,7
1612734235,1,8
1612734563,-1,7
1612734563,-1,6
1612742689,1,7
1612742690,1,8
1612742692,1,9
1612742704,1,10
1612743099,-1,9
1612756599,1,10
1612757484,-1,9
1612757486,-1,8
1612757487,-1,7
1612758530,1,8
1612758663,1,9
1612759066,1,10
1612759357,1,11
1612759428,1,12
1612759429,1,13
1612759737,1,14
1612760269,1,15
1612760554,1,16
1612760599,1,17
1612761133,1,18
1612761188,1,19
1612761367,1,20
1612762231,1,21
1612762838,1,22
1612762985,1,23
1612763490,1,24
1612763709,1,25
1612763769,1,26
1612763882,1,27
1612764081,1,28
1612764150,1,29
1612764615,1,30
1612764711,1,31
1612764877,1,32
1612765132,1,33
1612765566,1,34
1612765636,1,35
1612765714,-1,34
1612765753,1,35
1612765957,1,36
1612766573,1,37
1612766772,1,38
1612766781,1,39
1612767030,1,40
1612767082,1,41
1612767208,1,42
1612767401,1,43
1612767439,1,44
1612767458,1,45
1612768080,1,46
1612768205,1,47
1612768251,-1,46
1612768431,1,47
1612768486,1,48
1612768516,1,49
1612768695,1,50
1612768767,1,51
1612768802,1,52
1612769043,1,53
1612769069,1,54
1612769488,1,55
1612769726,1,56
1612769794,1,57
1612770025,-1,56
1612770111,1,57
1612770214,-1,56
1612770237,1,57
1612770238,-1,56
1612770553,-1,55
1612770586,1,56
1612770628,1,57
1612770671,-1,56
1612770674,1,57
1612771501,1,58
1612771606,-1,57
1612772022,-1,56
1612772816,1,57
1612773790,-1,56
1612773799,-1,55
1612773820,1,56
1612773820,1,57
1612773864,-1,56
1612774041,-1,55
1612774195,1,56
1612774199,-1,55
1612774200,1,56
1612774583,1,57
1612774589,1,58
1612774635,1,59
1612774711,1,60
1612774809,1,61
1612774929,1,62
1612775473,1,63
1612776121,1,64
1612776878,1,65
1612777217,1,66
1612777377,-1,65
1612777382,-1,64
1612777397,1,65
1612777469,1,66
1612777620,1,67
1612777778,-1,66
1612777798,1,67
1612777819,1,68
1612778166,-1,67
1612778420,1,68
1612778917,1,69
1612779054,1,70
1612779484,1,71
1612779514,-1,70
