UNIX time,value,sumcheck
1610948869,1,26
1610948951,-1,25
1610948952,-1,24
1610948952,-1,23
1610949013,1,24
1610949406,1,25
1610949775,1,26
1610949842,1,27
1610949981,1,28
1610950104,1,29
1610950124,1,30
1610950197,1,31
1610950228,1,32
1610950356,1,33
1610951434,1,34
1610951929,1,35
1610952120,1,36
1610952121,1,37
1610952279,1,38
1610952293,-1,37
1610952389,1,38
1610952433,-1,37
1610952609,1,38
1610952786,1,39
1610953103,1,40
1610953565,-1,39
1610953770,1,40
1610953801,1,41
1610953805,1,42
1610953813,-1,41
1610953888,1,42
1610953917,1,43
1610953923,1,44
1610953926,1,45
1610953927,1,46
1610953930,1,47
1610954044,-1,46
1610954045,-1,45
1610954068,-1,44
1610954076,-1,43
1610954080,-1,42
1610954080,-1,41
1610954234,-1,40
1610954373,1,41
1610954413,-1,40
1610954621,1,41
1610954988,1,42
1610955156,1,43
1610955551,-1,42
1610955718,1,43
1610955863,1,44
1610956182,-1,43
1610956213,1,44
1610956667,1,45
1610956671,1,46
1610957097,1,47
1610957388,1,48
1610958174,-1,47
1610958470,1,48
1610958603,1,49
1610959407,1,50
1610959408,1,51
1610959408,1,52
1610959414,1,53
1610959420,-1,52
1610959558,1,53
1610959767,-1,52
1610959788,-1,51
1610959789,-1,50
1610959790,-1,49
1610959798,-1,48
1610959804,1,49
1610959939,1,50
1610960300,1,51
1610961163,1,52
1610961505,1,53
1610961808,-1,52
1610961912,1,53
1610961957,-1,52
1610962074,1,53
1610962240,-1,52
1610962452,1,53
1610962790,-1,52
1610962946,-1,51
1610963116,1,52
1610963320,1,53
1610963388,-1,52
1610963433,-1,51
1610965572,1,52
1610967025,1,53
1610967620,-1,52
1610967949,-1,51
1610968247,1,52
1610968250,1,53
1610968471,-1,52
1610968621,-1,51
1610969112,-1,50
1610969238,1,51
1610969245,-1,50
1610969669,1,51
1610970177,1,52
1610970614,1,53
1610970783,1,54
1610970797,1,55
1610971189,1,56
1610971190,-1,55
1610971383,-1,54
1610972277,-1,53
1610972632,-1,52
1610973553,-1,51
1610973637,1,52
1610973740,1,53
1610973912,1,54
1610973957,-1,53
1610973979,1,54
1610974060,1,55
1610974193,-1,54
1610974200,-1,53
1610975057,-1,52
1610975248,1,53
1610975289,1,54
1610975339,-1,53
1610976118,-1,52
1610976118,-1,51
1610977151,-1,50
1610977207,-1,49
1610977516,1,50
1610977759,-1,49
1610977797,1,50
1610977844,1,51
1610978019,-1,50
1610978446,-1,49
1610978491,-1,48
1610979707,1,49
1610979774,1,50
1610979921,-1,49
1610980013,-1,48
1610980761,-1,47
1610980962,-1,46
1610980975,1,47
1610981264,1,48
1610981418,1,49
1610981877,-1,48
1610982683,-1,47
1610983585,-1,46
1610983964,-1,45
1610983990,1,46
1610984201,-1,45
1610984315,-1,44
1610984435,-1,43
1610984478,-1,42
1610984646,-1,41
1610984671,-1,40
1610985044,1,41
1610985685,-1,40
1610986200,-1,39
1610986227,-1,38
1610986261,-1,37
1610986327,-1,36
1610986467,-1,35
1610986507,-1,34
1610986587,-1,33
1610986637,1,34
1610986647,-1,33
1610986657,-1,32
1610986695,-1,31
1610986732,1,32
1610986789,1,33
1610987109,-1,32
1610987131,-1,31
1610987138,1,32
1610987139,-1,31
1610987145,1,32
1610987148,-1,31
1610987148,1,32
1610987149,1,33
1610987150,1,34
1610987151,1,35
1610987444,-1,34
1610987461,-1,33
1610987549,-1,32
1610987553,-1,31
1610987556,-1,30
1610987568,1,31
1610987569,-1,30
1610987571,1,31
1610987640,-1,30
1610987662,-1,29
1610987994,-1,28
1610988248,1,29
1610988255,1,30
1610988255,1,31
1610988259,-1,30
1610988266,-1,29
1610988270,1,30
1610988524,-1,29
1610988575,-1,28
1610988576,-1,27
1610988588,1,28
1610988589,-1,27
1610988591,1,28
1610988591,-1,27
1610988594,1,28
1610988724,1,29
1610988975,-1,28
1610989215,-1,27
1610989487,-1,26
1610989773,-1,25
1610990271,-1,24
1610990385,-1,23
1610990410,1,24
1610990720,-1,23
1610990860,-1,22
1610990895,-1,21
1610991704,-1,20
1610991828,-1,19
1610991833,1,20
1610991837,1,21
1610992192,-1,20
1610992220,1,21
1610992223,-1,20
1610992504,1,21
1610992519,-1,20
1610992590,-1,19
1610992635,-1,18
1610993134,-1,17
1610993270,-1,16
1610993600,-1,15
1610993751,-1,14
1610993860,-1,13
1610993990,-1,12
1610994058,-1,11
1610994214,-1,10
1610995571,-1,9
1610996340,-1,8
1610999022,1,9
1610999097,-1,8
1610999122,1,9
1610999191,-1,8
1610999353,-1,7
1610999410,-1,6
1611001022,-1,5
1611002714,1,6
1611002715,1,7
1611002716,1,8
1611002738,1,9
1611002906,-1,8
1611003032,-1,7
1611003035,-1,6
1611003058,-1,5
1611006218,1,6
1611006220,1,7
1611006221,1,8
1611006222,1,9
1611006242,1,10
1611006571,-1,9
1611006574,-1,8
1611006574,-1,7
1611006593,-1,6
1611006619,-1,5
1611014517,1,6
1611014534,1,7
1611029478,-1,6
1611029487,-1,5
1611030433,1,6
1611031055,1,7
1611031484,1,8
1611031520,1,9
1611031701,1,10
1611032475,1,11
1611032899,-1,10
1611033470,1,11
1611034050,1,12
1611034113,1,13
1611034159,1,14
1611035041,1,15
1611035082,1,16
1611035180,-1,15
1611035250,1,16
1611035257,1,17
1611035462,1,18
1611035695,1,19
1611035729,1,20
1611035943,1,21
1611036003,1,22
1611036022,1,23
1611036221,1,24
1611036465,1,25
1611036519,1,26
1611036657,1,27
1611036771,1,28
1611037047,1,29
1611037232,1,30
1611037342,1,31
1611037472,-1,30
1611037641,-1,29
1611037757,-1,28
1611037765,1,29
1611037768,1,30
1611038055,1,31
1611038078,-1,30
1611038088,1,31
1611038118,1,32
1611038133,1,33
1611038192,1,34
1611038202,1,35
1611038336,1,36
1611038342,1,37
1611038412,1,38
1611038526,1,39
1611038696,1,40
1611038733,1,41
1611038992,1,42
1611039029,-1,41
1611039434,1,42
1611039552,1,43
1611039678,-1,42
1611040164,1,43
1611040355,1,44
1611041204,1,45
1611041657,1,46
1611042109,-1,45
1611042174,-1,44
1611042595,1,45
1611042621,1,46
1611042672,1,47
1611042729,1,48
1611043263,1,49
1611043452,1,50
1611043619,1,51
1611044633,-1,50
1611045468,1,51
1611046003,1,52
1611046015,-1,51
1611046016,1,52
1611046019,1,53
1611046301,-1,52
1611046311,-1,51
1611046312,-1,50
1611046318,1,51
1611046643,1,52
1611046651,-1,51
1611048693,1,52
1611049273,1,53
1611049675,1,54
1611049763,-1,53
1611050719,1,54
1611050853,-1,53
1611051552,-1,52
1611052147,1,53
1611052422,-1,52
1611053413,-1,51
1611053936,-1,50
1611053941,1,51
1611054334,-1,50
1611054545,-1,49
1611054893,1,50
1611054922,1,51
1611055077,-1,50
1611055426,-1,49
1611056271,1,50
1611056299,1,51
1611056984,-1,50
1611057004,1,51
1611057077,1,52
1611057461,-1,51
1611058638,1,52
1611059295,1,53
1611059344,1,54
1611059465,1,55
1611059516,1,56
1611060004,1,57
1611060011,-1,56
1611060413,-1,55
1611060414,1,56
1611060636,-1,55
1611060641,1,56
1611060831,1,57
1611060841,1,58
1611060844,-1,57
1611060934,1,58
1611061363,1,59
1611062014,-1,58
1611062081,-1,57
1611062623,-1,56
1611063189,1,57
1611063785,1,58
1611063871,-1,57
1611064096,-1,56
1611064653,-1,55
1611064771,1,56
1611064774,-1,55
1611065053,-1,54
1611065780,-1,53
1611066671,-1,52
1611067790,-1,51
1611067811,1,52
1611067986,1,53
1611068398,-1,52
1611068613,-1,51
1611069118,-1,50
1611069442,-1,49
1611069799,-1,48
1611070002,-1,47
1611070137,-1,46
1611070354,-1,45
1611070829,-1,44
1611070978,1,45
1611071139,-1,44
1611071185,-1,43
1611071330,-1,42
1611071395,1,43
1611071396,-1,42
1611071795,-1,41
1611071845,-1,40
1611072192,-1,39
1611072385,-1,38
1611072451,-1,37
1611072515,-1,36
1611072657,-1,35
1611072677,1,36
1611072679,-1,35
1611072710,1,36
1611072836,-1,35
1611072837,-1,34
1611073036,-1,33
1611073065,1,34
1611074464,1,35
1611074794,-1,34
1611074802,1,35
1611074804,1,36
1611074805,1,37
1611074818,-1,36
1611074833,1,37
1611075006,-1,36
1611075061,-1,35
1611075087,-1,34
1611075101,1,35
1611075106,-1,34
1611075113,-1,33
1611075152,1,34
1611075538,-1,33
1611076105,-1,32
1611076210,-1,31
1611076214,-1,30
1611076322,-1,29
1611076515,-1,28
1611076879,1,29
1611076987,-1,28
1611077082,-1,27
1611078050,-1,26
1611078100,-1,25
1611078129,1,26
1611078201,-1,25
1611078271,-1,24
1611078297,-1,23
1611078415,-1,22
1611078427,-1,21
1611078435,1,22
1611078450,-1,21
1611078461,-1,20
1611079396,-1,19
1611079977,-1,18
1611080002,-1,17
1611080142,-1,16
1611080354,-1,15
1611080590,-1,14
1611080679,-1,13
1611080775,-1,12
1611081662,-1,11
1611082765,-1,10
1611083069,-1,9
1611084342,-1,8
1611084365,1,9
1611084617,-1,8
1611085187,1,9
1611085390,-1,8
1611086204,-1,7
1611089095,1,8
1611089095,1,9
1611089100,1,10
1611089103,1,11
1611089106,1,12
1611089106,1,13
1611089106,1,14
1611089108,1,15
1611089108,1,16
1611089109,-1,15
1611089111,1,16
1611089385,-1,15
1611089386,-1,14
1611089386,-1,13
1611089387,-1,12
1611089389,-1,11
1611089390,-1,10
1611089390,-1,9
1611089391,-1,8
1611089391,-1,7
1611089397,-1,6
1611089401,1,7
1611101051,1,8
1611101052,1,9
1611112539,1,10
1611115943,-1,9
1611115953,-1,8
1611115955,-1,7
1611115973,1,8
1611117159,1,9
1611117851,1,10
1611117894,1,11
1611117952,1,12
1611118082,1,13
1611118732,-1,12
1611118931,1,13
1611120161,1,14
1611120568,1,15
1611121561,1,16
1611121563,1,17
1611121624,1,18
1611121835,-1,17
1611122032,1,18
1611122380,1,19
1611122485,1,20
1611122625,1,21
1611122785,1,22
1611122863,-1,21
1611122914,1,22
1611122977,1,23
1611122986,1,24
1611122989,1,25
1611123036,1,26
1611123165,1,27
1611123300,1,28
1611123506,1,29
1611123544,1,30
1611123550,1,31
1611123829,1,32
1611123969,-1,31
1611123970,-1,30
1611124135,1,31
1611124283,1,32
1611124417,1,33
1611124683,1,34
1611124886,1,35
1611125166,1,36
1611125173,-1,35
1611125227,1,36
1611125457,-1,35
1611125468,-1,34
1611125477,1,35
1611125507,1,36
1611125718,1,37
1611125787,1,38
1611125844,1,39
1611125883,1,40
1611126064,1,41
1611126195,1,42
1611126320,-1,41
1611126406,1,42
1611126426,1,43
1611126586,1,44
1611126626,1,45
1611126676,-1,44
1611126684,1,45
1611126926,1,46
1611127019,-1,45
1611127020,1,46
1611127056,1,47
1611128374,-1,46
1611128563,1,47
1611128891,1,48
1611128896,1,49
1611129089,-1,48
1611129114,1,49
1611129668,1,50
1611129729,1,51
1611130191,-1,50
1611131251,1,51
1611132253,1,52
1611132283,-1,51
1611132381,1,52
1611132627,1,53
1611132630,-1,52
1611132649,1,53
1611132656,1,54
1611132669,1,55
1611133020,1,56
1611133187,1,57
1611133437,-1,56
1611133644,1,57
1611134068,-1,56
1611134712,1,57
1611135154,-1,56
1611135400,1,57
1611135483,-1,56
1611136003,1,57
1611136083,1,58
1611136184,-1,57
1611136207,-1,56
1611136207,1,57
1611136558,1,58
1611136669,-1,57
1611136688,-1,56
1611137195,1,57
1611137279,-1,56
1611137580,-1,55
1611137771,-1,54
1611137893,1,55
1611138475,-1,54
1611138614,1,55
1611139396,-1,54
1611139505,-1,53
1611139574,1,54
1611139607,1,55
1611139736,1,56
1611139772,-1,55
1611139789,1,56
1611139790,-1,55
1611140263,-1,54
1611141015,-1,53
1611141039,1,54
1611141125,-1,53
1611141354,-1,52
1611141358,-1,51
1611141716,-1,50
1611141720,-1,49
1611141826,-1,48
1611142367,1,49
1611142713,1,50
1611143702,1,51
1611144273,1,52
1611144397,1,53
1611144789,-1,52
1611144836,1,53
1611144846,-1,52
1611145176,1,53
1611145242,1,54
1611145380,1,55
1611146004,1,56
1611146686,1,57
1611146687,-1,56
1611146755,-1,55
1611146981,-1,54
1611147004,1,55
1611147022,-1,54
1611147030,-1,53
1611148448,1,54
1611148557,1,55
1611150226,1,56
1611150491,1,57
1611150527,-1,56
1611150606,-1,55
1611150626,-1,54
1611151157,-1,53
1611151847,-1,52
1611151979,-1,51
1611151985,1,52
1611151999,1,53
1611152641,-1,52
1611152671,1,53
1611153927,-1,52
1611154352,1,53
1611154376,-1,52
1611154660,-1,51
1611154710,1,52
1611154718,-1,51
1611155688,-1,50
1611156258,-1,49
1611156272,-1,48
1611156719,-1,47
1611157018,-1,46
1611157111,-1,45
1611157121,1,46
1611157300,-1,45
1611157318,-1,44
1611157578,-1,43
1611157582,-1,42
1611157763,-1,41
1611157787,-1,40
1611157788,1,41
1611158153,-1,40
1611158227,1,41
1611158326,-1,40
1611158470,-1,39
1611158517,-1,38
1611158533,-1,37
1611159073,1,38
1611159155,-1,37
1611159425,-1,36
1611159708,-1,35
1611159742,-1,34
1611160251,1,35
1611160404,-1,34
1611160624,-1,33
1611160806,-1,32
1611161049,1,33
1611161056,1,34
1611161056,1,35
1611161061,1,36
1611161062,1,37
1611161266,-1,36
1611161377,-1,35
1611161391,-1,34
1611161395,-1,33
1611161396,-1,32
1611161396,-1,31
1611161409,-1,30
1611161418,1,31
1611161476,1,32
1611161725,-1,31
1611161749,-1,30
1611161780,-1,29
1611161804,-1,28
1611162087,-1,27
1611162335,-1,26
1611162397,-1,25
1611162416,-1,24
1611162438,1,25
1611162552,-1,24
1611162759,-1,23
1611163444,-1,22
1611163466,-1,21
1611164065,-1,20
1611164712,1,21
1611164730,1,22
1611164756,-1,21
1611165012,-1,20
1611165165,-1,19
1611165497,-1,18
1611166257,-1,17
1611166396,1,18
1611166428,-1,17
1611166595,-1,16
1611166831,-1,15
1611167124,-1,14
1611168201,-1,13
1611168232,-1,12
1611168334,1,13
1611168338,1,14
1611168343,1,15
1611168584,-1,14
1611168620,-1,13
1611168627,-1,12
1611168639,-1,11
1611168764,-1,10
1611169101,-1,9
1611169231,-1,8
1611171560,1,9
1611171823,-1,8
1611171916,1,9
1611171991,-1,8
1611172519,-1,7
1611173185,1,8
1611173475,1,9
1611173476,1,10
1611173484,1,11
1611173798,-1,10
1611173808,-1,9
1611173809,-1,8
1611175200,-1,7
1611175376,1,8
1611175379,1,9
1611175379,1,10
1611175380,1,11
1611175380,1,12
1611175382,1,13
1611175755,-1,12
1611175756,-1,11
1611175759,-1,10
1611175770,-1,9
1611175771,-1,8
1611175786,-1,7
1611175787,-1,6
1611177872,-1,5
1611179113,1,6
1611179122,1,7
1611179387,-1,6
1611182686,1,7
1611182688,1,8
1611183115,-1,7
1611183116,-1,6
1611187149,1,7
1611187308,-1,6
1611187470,1,7
1611187474,1,8
1611187476,1,9
1611187497,1,10
1611187831,-1,9
1611188094,-1,8
1611202305,-1,7
1611202313,-1,6
1611202405,-1,5
1611203349,1,6
1611203568,1,7
1611204248,1,8
1611204273,1,9
1611204289,1,10
1611205239,1,11
1611205586,-1,10
1611205711,1,11
1611205847,1,12
1611205853,1,13
1611205856,1,14
1611205917,-1,13
1611206217,-1,12
1611206226,-1,11
1611206251,1,12
1611206302,1,13
1611206760,1,14
1611206876,1,15
1611206930,1,16
1611206940,1,17
1611206982,1,18
1611207734,1,19
1611207830,1,20
1611207831,1,21
1611207833,1,22
1611207978,1,23
1611208184,-1,22
1611208200,-1,21
1611208243,1,22
1611208477,1,23
1611208764,1,24
1611208914,1,25
1611208915,1,26
1611208972,1,27
1611209301,1,28
1611209371,1,29
1611209643,1,30
1611209793,1,31
1611209878,1,32
1611209883,-1,31
1611209899,-1,30
1611210498,1,31
1611210552,1,32
1611210573,-1,31
1611210574,-1,30
1611210622,1,31
1611210932,1,32
1611211122,1,33
1611211500,1,34
1611211791,-1,33
1611211840,1,34
1611211841,1,35
1611211882,1,36
1611212149,1,37
1611212629,1,38
1611212988,1,39
1611213041,-1,38
1611213047,1,39
1611213373,1,40
1611213399,-1,39
1611213588,1,40
1611213600,1,41
1611213739,1,42
1611213757,1,43
1611213770,1,44
1611214106,1,45
1611214189,1,46
1611214208,1,47
1611214475,1,48
1611214599,1,49
1611214660,1,50
1611214849,1,51
1611215379,1,52
1611215395,1,53
1611215508,-1,52
1611215571,1,53
1611215597,1,54
1611215877,1,55
1611216316,1,56
1611216513,-1,55
1611216999,1,56
1611217273,1,57
1611217788,-1,56
1611217805,-1,55
1611217926,-1,54
1611218191,-1,53
1611218378,1,54
1611218842,1,55
1611218937,-1,54
1611221316,1,55
1611222141,-1,54
1611222232,1,55
1611222576,-1,54
1611222590,-1,53
1611222608,1,54
1611223131,1,55
1611223357,1,56
1611223764,-1,55
1611223816,1,56
1611224242,1,57
1611224392,-1,56
1611225099,1,57
1611225642,1,58
1611225676,1,59
1611225771,-1,58
1611225792,1,59
1611225827,1,60
1611225970,-1,59
1611226003,-1,58
1611226054,-1,57
1611226183,-1,56
1611226192,-1,55
1611226203,1,56
1611226254,-1,55
1611226926,1,56
1611227143,-1,55
1611227241,-1,54
1611227258,-1,53
1611227354,-1,52
1611227475,1,53
1611227584,1,54
1611227847,-1,53
1611228859,1,54
1611229339,-1,53
1611229486,1,54
1611229775,-1,53
1611229853,-1,52
1611229898,1,53
1611230452,-1,52
1611230493,1,53
1611231136,-1,52
1611231266,1,53
1611231714,-1,52
1611231996,1,53
1611232064,-1,52
1611232092,1,53
1611232487,1,54
1611233166,1,55
1611233405,1,56
1611233587,-1,55
1611233860,-1,54
1611234015,1,55
1611234050,-1,54
1611234209,-1,53
1611235066,-1,52
1611235841,1,53
1611235893,1,54
1611235939,-1,53
1611236616,-1,52
1611236618,-1,51
1611236619,1,52
1611236678,-1,51
1611236775,-1,50
1611236826,-1,49
1611236876,-1,48
1611236999,-1,47
1611237010,1,48
1611237603,1,49
1611237654,-1,48
1611240170,1,49
1611240266,1,50
1611240565,-1,49
1611240595,-1,48
1611240644,-1,47
1611240975,1,48
1611241255,1,49
1611241571,1,50
1611241904,1,51
1611242019,-1,50
1611242346,-1,49
1611242463,-1,48
1611242586,1,49
1611242634,-1,48
1611242636,-1,47
1611243200,-1,46
1611243502,-1,45
1611243700,-1,44
1611243836,-1,43
1611243861,1,44
1611243864,1,45
1611243864,1,46
1611243984,1,47
1611244181,-1,46
1611244182,-1,45
1611244205,-1,44
1611244224,-1,43
1611244499,-1,42
1611244501,-1,41
1611244690,-1,40
1611244812,-1,39
1611244950,-1,38
1611244968,-1,37
1611245043,1,38
1611245287,-1,37
1611245335,1,38
1611245450,1,39
1611245806,-1,38
1611245822,1,39
1611245836,-1,38
1611245896,-1,37
1611245915,-1,36
1611245933,1,37
1611246264,-1,36
1611246302,-1,35
1611246581,-1,34
1611246894,-1,33
1611247218,-1,32
1611247513,-1,31
1611247704,-1,30
1611247800,1,31
1611247850,1,32
1611248230,-1,31
1611248240,-1,30
1611248256,-1,29
1611248328,-1,28
1611248482,1,29
1611248820,-1,28
1611248940,-1,27
1611248949,-1,26
1611248978,-1,25
1611248988,-1,24
1611249187,-1,23
1611249396,1,24
1611249536,-1,23
1611249692,-1,22
1611249958,-1,21
1611249983,-1,20
1611250147,-1,19
1611250754,-1,18
1611250795,-1,17
1611251141,-1,16
1611251165,1,17
1611251166,1,18
1611251166,1,19
1611251168,1,20
1611251429,-1,19
1611251430,-1,18
1611251436,-1,17
1611251446,-1,16
1611251470,1,17
1611251758,-1,16
1611252092,-1,15
1611252300,-1,14
1611252590,-1,13
1611252870,-1,12
1611253211,-1,11
1611253870,1,12
1611254427,-1,11
1611254441,-1,10
1611254672,1,11
1611254783,-1,10
1611254930,-1,9
1611254992,1,10
1611256254,-1,9
1611257452,-1,8
1611257477,1,9
1611258206,-1,8
1611258229,1,9
1611258231,1,10
1611258355,-1,9
1611258563,-1,8
1611258578,-1,7
1611258611,1,8
1611258980,-1,7
1611259097,-1,6
1611259124,1,7
1611259513,-1,6
1611259807,-1,5
1611260092,-1,4
1611260211,1,5
1611261052,-1,4
1611261980,1,5
1611261982,1,6
1611262222,-1,5
1611262223,-1,4
1611265436,1,5
1611265460,1,6
1611265462,1,7
1611265463,1,8
1611265766,-1,7
1611265771,-1,6
1611265780,-1,5
1611265781,-1,4
1611269037,1,5
1611269355,-1,4
1611274495,1,5
1611274507,1,6
1611288692,-1,5
1611289838,1,6
1611290618,1,7
1611290744,1,8
1611291102,1,9
1611291825,1,10
1611292048,-1,9
1611292143,1,10
1611292581,1,11
1611292594,-1,10
1611292616,1,11
1611292635,1,12
1611292816,1,13
1611293111,1,14
1611293248,-1,13
1611293319,1,14
1611293348,1,15
1611294006,-1,14
1611294046,1,15
1611294143,1,16
1611294360,1,17
1611294478,1,18
1611294614,-1,17
1611294745,1,18
1611294920,1,19
1611295161,1,20
1611295182,1,21
1611295297,1,22
1611295317,1,23
1611295355,1,24
1611295464,1,25
1611295465,1,26
1611295868,1,27
1611296022,1,28
1611296046,1,29
1611296285,1,30
1611296757,1,31
1611296860,-1,30
1611296861,-1,29
1611296966,1,30
1611297018,1,31
1611297209,1,32
1611297352,1,33
1611297394,1,34
1611297523,1,35
1611297671,1,36
1611297680,1,37
1611297820,-1,36
1611297895,1,37
1611298216,1,38
1611298298,1,39
1611298329,1,40
1611298510,1,41
1611298518,1,42
1611298591,1,43
1611298603,1,44
1611298687,1,45
1611298775,-1,44
1611298778,1,45
1611298984,1,46
1611298990,1,47
1611299040,1,48
1611299258,1,49
1611299299,1,50
1611299307,1,51
1611299589,1,52
1611299660,1,53
1611299911,1,54
1611300292,1,55
1611300809,1,56
1611301033,1,57
1611301175,-1,56
1611301641,-1,55
1611301790,1,56
1611301901,1,57
1611301938,1,58
1611301969,1,59
1611302153,1,60
1611302686,1,61
1611302931,1,62
1611303967,-1,61
1611304221,1,62
1611304386,-1,61
1611304481,1,62
1611304717,1,63
1611304811,1,64
1611305058,-1,63
1611305076,-1,62
1611305077,1,63
1611305305,1,64
1611305376,-1,63
1611305403,-1,62
1611305409,1,63
1611305409,1,64
1611305414,1,65
1611305899,-1,64
1611305959,-1,63
1611305975,1,64
1611306214,1,65
1611306239,-1,64
1611306273,1,65
1611306584,1,66
1611307157,1,67
1611307192,-1,66
1611307472,-1,65
1611307535,1,66
1611307684,-1,65
1611308161,1,66
1611308193,-1,65
1611308473,-1,64
1611308477,-1,63
1611308503,1,64
1611308506,1,65
1611308537,1,66
1611308673,1,67
1611308801,-1,66
1611308801,1,67
1611308910,-1,66
1611309413,-1,65
1611310940,-1,64
1611311098,1,65
1611311152,-1,64
1611311327,1,65
1611311694,-1,64
1611312066,1,65
1611312095,-1,64
1611312409,-1,63
1611313032,-1,62
1611313127,1,63
1611313131,-1,62
1611313360,-1,61
1611313546,-1,60
1611313649,-1,59
1611313770,-1,58
1611314005,-1,57
1611314681,1,58
1611314910,1,59
1611314913,1,60
1611315591,1,61
1611315755,1,62
1611315878,1,63
1611315960,1,64
1611316108,-1,63
1611316120,1,64
1611316396,1,65
1611316396,-1,64
1611316547,-1,63
1611316553,1,64
1611316647,-1,63
1611316777,-1,62
1611317070,1,63
1611317316,1,64
1611317490,-1,63
1611318574,1,64
1611319000,-1,63
1611319177,-1,62
1611319256,1,63
1611319279,1,64
1611319602,-1,63
1611319853,-1,62
1611320778,1,63
1611321302,1,64
1611321527,1,65
1611322196,-1,64
1611322207,1,65
1611322397,1,66
1611322628,-1,65
1611322669,1,66
1611322777,-1,65
1611322978,-1,64
1611323259,1,65
1611323550,-1,64
1611323679,-1,63
1611323815,1,64
1611323960,-1,63
1611323978,-1,62
1611324089,-1,61
1611324596,1,62
1611324655,1,63
1611324837,-1,62
1611324940,-1,61
1611325409,1,62
1611325411,1,63
1611325412,-1,62
1611325489,-1,61
1611325508,-1,60
1611326023,1,61
1611326665,1,62
1611327321,1,63
1611327470,-1,62
1611327917,1,63
1611327996,-1,62
1611328096,-1,61
1611328324,-1,60
1611328411,-1,59
1611328512,-1,58
1611328754,-1,57
1611329004,1,58
1611329024,-1,57
1611329074,-1,56
1611329117,1,57
1611329254,-1,56
1611329288,-1,55
1611329299,1,56
1611329589,-1,55
1611329941,-1,54
1611329997,-1,53
1611330010,-1,52
1611330048,-1,51
1611330075,-1,50
1611330334,1,51
1611330645,-1,50
1611330688,1,51
1611330691,-1,50
1611330823,-1,49
1611331124,-1,48
1611331133,-1,47
1611331233,-1,46
1611331314,-1,45
1611331488,-1,44
1611331527,-1,43
1611331829,1,44
1611331845,-1,43
1611331852,1,44
1611332210,-1,43
1611332222,-1,42
1611332693,-1,41
1611332731,-1,40
1611332981,-1,39
1611333310,-1,38
1611333484,-1,37
1611333833,1,38
1611333833,1,39
1611333837,1,40
1611333839,1,41
1611333862,-1,40
1611334093,-1,39
1611334099,-1,38
1611334122,-1,37
1611334197,-1,36
1611334201,-1,35
1611334201,-1,34
1611334213,-1,33
1611334220,1,34
1611334418,1,35
1611334577,-1,34
1611334612,-1,33
1611334630,-1,32
1611334637,-1,31
1611334652,-1,30
1611334822,-1,29
1611335048,-1,28
1611335169,-1,27
1611336979,-1,26
1611337434,-1,25
1611337493,1,26
1611337512,1,27
1611337688,-1,26
1611337730,-1,25
1611337732,-1,24
1611337760,-1,23
1611337785,-1,22
1611337833,-1,21
1611338257,-1,20
1611338286,-1,19
1611338323,-1,18
1611339119,-1,17
1611339135,-1,16
1611340340,1,17
1611341083,1,18
1611341446,-1,17
1611341448,1,18
1611341625,-1,17
1611341667,-1,16
1611341779,-1,15
1611341925,-1,14
1611342302,-1,13
1611342459,1,14
1611342547,-1,13
1611342716,-1,12
1611345301,-1,11
1611345521,-1,10
1611346086,-1,9
1611346211,1,10
1611346220,1,11
1611346424,-1,10
1611346585,-1,9
1611346586,-1,8
1611346839,-1,7
1611346861,-1,6
1611347851,1,7
1611348234,1,8
1611348239,1,9
1611348241,1,10
1611348242,1,11
1611348554,-1,10
1611348555,-1,9
1611348574,-1,8
1611348575,-1,7
1611348577,-1,6
1611351967,1,7
1611352211,-1,6
1611355582,1,7
1611355818,-1,6
1611356910,1,7
1611357183,-1,6
1611357615,-1,5
1611357646,-1,4
1611360230,-1,3
1611360242,1,4
1611360242,1,5
1611360246,1,6
1611369443,1,7
1611369444,1,8
1611370055,-1,7
1611370057,-1,6
1611373514,-1,5
1611373517,-1,4
1611373532,1,5
1611373533,-1,4
1611378642,1,5
1611378655,1,6
1611378855,-1,5
1611379024,-1,4
1611379413,1,5
1611379640,1,6
1611379794,1,7
1611380075,-1,6
1611381506,1,7
1611381550,1,8
1611383659,1,9
1611384336,1,10
1611384339,1,11
1611384357,1,12
1611384466,1,13
1611384561,-1,12
1611384567,-1,11
1611384584,-1,10
1611386222,1,11
1611387123,1,12
1611387239,1,13
1611387929,1,14
1611387959,1,15
1611388089,1,16
1611388993,1,17
1611389197,-1,16
1611389218,1,17
1611389450,-1,16
1611391366,1,17
1611392140,1,18
1611392302,1,19
1611393858,1,20
1611393953,1,21
1611394941,-1,20
1611395203,1,21
1611395684,-1,20
1611395875,1,21
1611398564,1,22
1611398570,1,23
1611398581,1,24
1611398652,-1,23
1611398926,1,24
1611398954,-1,23
1611398979,-1,22
1611399460,1,23
1611399651,-1,22
1611399715,1,23
1611400439,1,24
1611400582,-1,23
1611402167,1,24
1611402579,-1,23
1611403091,-1,22
1611403197,-1,21
1611403674,1,22
1611403952,1,23
1611404091,1,24
1611404350,1,25
1611404490,-1,24
1611404562,-1,23
1611405094,1,24
1611405805,1,25
1611406167,1,26
1611406233,1,27
1611406376,-1,26
1611406534,-1,25
1611409188,1,26
1611409393,-1,25
1611409426,1,26
1611409719,1,27
1611410198,-1,26
1611410452,-1,25
1611410514,-1,24
1611411412,1,25
