start,end
1526454000.0,1526493600.0
1526407200.0,1526421600.0
1526387700.0,1526751300.0
1542350100.0,1542436500.0
1542348000.0,1542369600.0
1526369400.0,1526409000.0
1526371200.0,1526385600.0
1526302800.0,1526320800.0
1526292900.0,1526314500.0
1542187200.0,1542216000.0
1528296300.0,1528321500.0
1528285500.0,1528307100.0
1542175200.0,1542200400.0
1542134400.0,1542148800.0
1542131700.0,1542146100.0
1542260700.0,1542408300.0
1528209900.0,1528310700.0
1528197300.0,1528218900.0
1543482000.0,1543518000.0
1543477800.0,1543513800.0
1543477500.0,1543502700.0
1543475700.0,1543562100.0
1543473600.0,1543560000.0
1528096200.0,1528114200.0
1543412700.0,1543445100.0
1543412400.0,1543430400.0
1528093800.0,1528180200.0
1527930000.0,1527958800.0
1527852600.0,1527892200.0
1543390200.0,1543404600.0
1527753600.0,1527778800.0
1543302300.0,1543388700.0
1543221300.0,1543232100.0
1543218600.0,1543225800.0
1527582300.0,1527668700.0
1527579600.0,1527666000.0
1527579300.0,1527665700.0
1527578700.0,1527614700.0
1527501900.0,1527548700.0
1543046400.0,1543082400.0
1542962700.0,1542969900.0
1527495300.0,1527516900.0
1534753200.0,1534789200.0
1542896100.0,1542924900.0
1534743900.0,1534830300.0
1534516800.0,1534534800.0
1544172300.0,1544183100.0
1534401900.0,1534423500.0
1534345200.0,1534359600.0
1534327800.0,1534349400.0
1534317300.0,1534353300.0
1544087400.0,1544109000.0
1544083200.0,1544115600.0
1544082000.0,1544085600.0
1544101200.0,1544191200.0
1544076000.0,1544101200.0
1544077800.0,1544106600.0
1534143000.0,1534182600.0
1543993200.0,1544079600.0
1543989600.0,1544108400.0
1533892200.0,1533978600.0
1543913700.0,1543928100.0
1543913700.0,1543946100.0
1543912800.0,1543948800.0
1543909200.0,1543945200.0
1533798900.0,1533885300.0
1533798000.0,1533837600.0
1533730500.0,1533759300.0
1533551100.0,1533579900.0
1542088800.0,1542117600.0
1542096000.0,1542124800.0
1542042900.0,1542046500.0
1542025500.0,1542050700.0
1536652500.0,1536688500.0
1543563600.0,1543578000.0
1542002100.0,1542088500.0
1543504500.0,1543529700.0
1541843100.0,1541875500.0
1543491000.0,1543519800.0
1545026400.0,1545051600.0
1541766300.0,1541773500.0
1541754000.0,1541840400.0
1544895000.0,1544909400.0
1536560400.0,1536646800.0
1544805000.0,1544830200.0
1541677800.0,1541721000.0
1541659500.0,1541745900.0
1536237300.0,1536323700.0
1536165600.0,1536176400.0
1541520600.0,1541607000.0
1541514900.0,1541522100.0
1541512800.0,1541534400.0
1544605800.0,1544634600.0
1536066000.0,1536084000.0
1541511300.0,1541514900.0
1536045300.0,1536084900.0
1536048000.0,1536080400.0
1541484600.0,1541571000.0
1544548500.0,1544566500.0
1535993400.0,1536004200.0
1535981700.0,1535999700.0
1544531700.0,1544553300.0
1541431200.0,1541438400.0
1541425500.0,1541537100.0
1535958000.0,1535983200.0
1544512500.0,1544541300.0
1544462400.0,1544473200.0
1535781900.0,1535817900.0
1546251300.0,1546269300.0
1546236000.0,1546261200.0
1544426400.0,1544466000.0
1545924300.0,1545927900.0
1544290800.0,1544312400.0
1545890400.0,1545915600.0
1544259600.0,1544288400.0
1544258700.0,1544561100.0
1544199300.0,1544285700.0
1542046800.0,1542050400.0
1545480900.0,1545599700.0
1545473100.0,1545494700.0
1542026100.0,1542033300.0
1545412200.0,1545419400.0
1545399900.0,1545410700.0
1545387600.0,1545405600.0
1545372000.0,1545397200.0
1545242100.0,1545256500.0
1541750400.0,1541764800.0
1541697600.0,1541708400.0
1545205800.0,1545238200.0
1545199500.0,1545224700.0
1545143100.0,1545164700.0
1545138600.0,1545153000.0
1545119400.0,1545133800.0
1545123600.0,1545156000.0
1541570400.0,1541595600.0
1541492700.0,1541525100.0
1544183700.0,1544187300.0
1544081400.0,1544099400.0
1541351100.0,1541531100.0
1540402500.0,1540424100.0
1543994100.0,1544080500.0
1540382400.0,1540400400.0
1540365600.0,1540480800.0
1543920000.0,1543952400.0
1540287000.0,1540294200.0
1540284000.0,1540298400.0
1540277400.0,1540363800.0
1540279800.0,1540308600.0
1543991400.0,1544031000.0
1543857900.0,1543868700.0
1540198800.0,1540224000.0
1543822800.0,1543826400.0
1540192200.0,1540278600.0
1543742400.0,1543828800.0
1540023300.0,1540044900.0
1543659300.0,1543670100.0
1539954000.0,1539972000.0
1539928800.0,1539954000.0
1543563300.0,1543649700.0
1543562700.0,1543602300.0
1543558800.0,1543602000.0
1543557600.0,1543579200.0
1539765900.0,1539852300.0
1541162400.0,1541248800.0
1539698400.0,1539712800.0
1539675900.0,1539711900.0
1541061000.0,1541147400.0
1539669900.0,1539756300.0
1539595500.0,1539624300.0
1541052000.0,1541138400.0
1542717000.0,1542724200.0
1540912200.0,1540926600.0
1540885500.0,1540943100.0
1540881300.0,1540967700.0
1542616500.0,1542702900.0
1540834200.0,1540848600.0
1540796100.0,1540882500.0
1540794600.0,1540827000.0
1540720800.0,1540749600.0
1540642500.0,1540646100.0
1542357600.0,1542372000.0
1540623600.0,1540659600.0
1542354300.0,1542379500.0
1542785400.0,1542821400.0
1535699700.0,1535746500.0
1542261600.0,1542286800.0
1535694600.0,1535719800.0
1542263400.0,1542292200.0
1542783600.0,1542823200.0
1542735300.0,1542749700.0
1542786300.0,1542815100.0
1542183600.0,1542208800.0
1535614200.0,1535700600.0
1535613900.0,1535700300.0
1542182700.0,1542204300.0
1542700800.0,1542787200.0
1535607900.0,1535633100.0
1542175200.0,1542225600.0
1542693600.0,1542722400.0
1535529600.0,1535558400.0
1542630000.0,1542648000.0
1542094200.0,1542130200.0
1544176800.0,1544202000.0
1535443200.0,1535461200.0
1542607200.0,1542632400.0
1542544500.0,1542566100.0
1535358300.0,1535361900.0
1542373200.0,1542380400.0
1535185200.0,1535217600.0
1542351600.0,1542373200.0
1535099100.0,1535304300.0
1544013900.0,1544042700.0
1542267300.0,1542353700.0
1535018400.0,1535047200.0
1535010300.0,1535096700.0
1542218400.0,1542236400.0
1534928100.0,1534964100.0
1543904700.0,1543944300.0
1534920000.0,1535006400.0
1542175500.0,1542218700.0
1543854600.0,1543872600.0
1542103800.0,1542294600.0
1534830600.0,1534859400.0
1534774500.0,1534778100.0
1534769100.0,1534787100.0
1543816800.0,1543903200.0
1543816800.0,1543842000.0
1544962200.0,1544983800.0
1543761000.0,1543775400.0
1543678800.0,1543700400.0
1534745700.0,1534770900.0
1544812200.0,1544823000.0
1534624800.0,1534632000.0
1544787000.0,1544812200.0
1543572000.0,1543658400.0
1544774400.0,1544788800.0
1534455600.0,1534462800.0
1543563000.0,1543584600.0
1544894700.0,1544901900.0
1544886000.0,1544900400.0
1544797500.0,1544905500.0
1544793300.0,1544800500.0
1544784600.0,1544817000.0
1534230000.0,1534316400.0
1534234500.0,1534252500.0
1534154400.0,1534176000.0
1544596200.0,1544625000.0
1544769000.0,1544790600.0
1544519700.0,1544530500.0
1534141800.0,1534170600.0
1534070700.0,1534157100.0
1544513100.0,1544599500.0
1533978000.0,1534010400.0
1533884400.0,1533898800.0
1544684400.0,1544698800.0
1544452200.0,1544463000.0
1544682600.0,1544769000.0
1544682600.0,1544722200.0
1544433000.0,1544469000.0
1533814500.0,1533839700.0
1533812400.0,1533837600.0
1533888000.0,1533891600.0
1544430000.0,1544516400.0
1533801600.0,1533888000.0
1544428500.0,1544457300.0
1544427000.0,1544452200.0
1544594400.0,1544619600.0
1544310300.0,1544313900.0
1544209200.0,1544223600.0
1544515200.0,1544533200.0
1543481100.0,1543513500.0
1544517000.0,1544545800.0
1544509800.0,1544556600.0
1544457900.0,1544472300.0
1543473000.0,1543501800.0
1543471200.0,1543496400.0
1543429800.0,1543447800.0
1533193800.0,1533226200.0
1544424300.0,1544460300.0
1533046500.0,1533057300.0
1533043800.0,1533058200.0
1544348700.0,1544377500.0
1532772000.0,1532800800.0
1543302600.0,1543342200.0
1532710800.0,1532721600.0
1543298400.0,1543327200.0
1532610900.0,1532628900.0
1532591400.0,1532627400.0
1543228500.0,1543235700.0
1532499000.0,1532585400.0
1543384800.0,1543406400.0
1543183200.0,1543215600.0
1543329900.0,1543362300.0
1532415000.0,1532451000.0
1543048500.0,1543055700.0
1543305600.0,1543323600.0
1542960300.0,1543046700.0
1532165400.0,1532269800.0
1532162700.0,1532187900.0
1543235400.0,1543498200.0
1542874500.0,1542892500.0
1542872100.0,1542875700.0
1543212000.0,1543237200.0
1531905300.0,1531930500.0
1542866400.0,1542891600.0
1531850700.0,1531854300.0
1542800700.0,1542840300.0
1543302000.0,1543359600.0
1540456200.0,1540481400.0
1540448400.0,1540578000.0
1542952800.0,1542974400.0
1542948300.0,1543002300.0
1540372500.0,1540383300.0
1542900900.0,1542929700.0
1542896700.0,1542900300.0
1540365300.0,1540404900.0
1540368900.0,1540379700.0
1542869700.0,1543010100.0
1540291500.0,1540305900.0
1542866400.0,1542952800.0
1542869100.0,1542905100.0
1540281600.0,1540299600.0
1546153200.0,1546462800.0
1540197900.0,1540233900.0
1540194000.0,1540233600.0
1545993900.0,1546004700.0
1545576000.0,1545594000.0
1545500100.0,1545525300.0
1539950100.0,1539971700.0
1545492600.0,1545517800.0
1539951300.0,1539976500.0
1539936000.0,1540022400.0
1545458400.0,1545480000.0
1545413700.0,1545500100.0
1545410100.0,1545496500.0
1545410700.0,1545425100.0
1539869400.0,1539988200.0
1539855900.0,1539942300.0
1539849600.0,1539874800.0
1539847500.0,1539933900.0
1539846000.0,1539885600.0
1545309000.0,1545334200.0
1545308100.0,1545311700.0
1545313200.0,1545345600.0
1539778200.0,1539792600.0
1539775200.0,1539800400.0
1539761400.0,1539775800.0
1545285600.0,1545310800.0
1539711300.0,1539725700.0
1545210000.0,1545246000.0
1539677700.0,1539764100.0
1545204000.0,1545290400.0
1539673200.0,1539759600.0
1539673200.0,1539712800.0
1539672000.0,1539718800.0
1539669900.0,1539756300.0
1539669600.0,1539694800.0
1545142800.0,1545175200.0
1545126300.0,1545155100.0
1545116400.0,1545123600.0
1545112800.0,1545141600.0
1539415500.0,1539447900.0
1539414000.0,1539540000.0
1539334200.0,1539366600.0
1545033900.0,1545066300.0
1539326700.0,1539413100.0
1545031800.0,1545067800.0
1539590400.0,1539694800.0
1539241200.0,1539280800.0
1539582300.0,1539668700.0
1539237600.0,1539262800.0
1539162600.0,1539187800.0
1539377100.0,1539463500.0
1539072900.0,1539105300.0
1539071100.0,1539107100.0
1539246000.0,1539278400.0
1539073800.0,1539160200.0
1539246900.0,1539257700.0
1539189000.0,1539207000.0
1539158100.0,1539194100.0
1539153900.0,1539182700.0
1538993400.0,1539018600.0
1538982000.0,1539007200.0
1538978400.0,1539003600.0
1538567700.0,1538585700.0
1538558400.0,1538587200.0
1538760900.0,1538778900.0
1537695000.0,1537731000.0
1538726400.0,1538740800.0
1538724600.0,1538739000.0
1537512000.0,1537598400.0
1538640600.0,1538658600.0
1537457400.0,1537461000.0
1538575200.0,1538593200.0
1537427700.0,1537442100.0
1537430400.0,1537470000.0
1542094800.0,1542123600.0
1537375500.0,1537393500.0
1542051000.0,1542054600.0
1537338900.0,1537425300.0
1537430400.0,1537441200.0
1537344000.0,1537354800.0
1537344000.0,1537398000.0
1537254600.0,1537294200.0
1537205100.0,1537223100.0
1541783700.0,1541805300.0
1541781900.0,1541807100.0
1541749500.0,1541778300.0
1537164300.0,1537250700.0
1537167600.0,1537182000.0
1537164000.0,1537185600.0
1541708700.0,1541715900.0
1537051500.0,1537055100.0
1541675400.0,1541700600.0
1541671200.0,1541689200.0
1541665800.0,1541705400.0
1541597700.0,1541615700.0
1536826500.0,1536866100.0
1541577600.0,1541617200.0
1541576100.0,1541586900.0
1541571300.0,1541657700.0
1536732000.0,1536753600.0
1536739200.0,1536775200.0
1536706200.0,1536709800.0
1536653100.0,1536689100.0
1541492100.0,1541517300.0
1541428500.0,1541432100.0
1536389100.0,1536475500.0
1536305700.0,1536392100.0
1536300000.0,1536321600.0
1535792700.0,1535825100.0
1535784000.0,1535812800.0
1535713200.0,1535727600.0
1538546400.0,1538571600.0
1538380800.0,1538398800.0
1538226000.0,1538233200.0
1538062500.0,1538069700.0
1538030700.0,1538117100.0
1537951500.0,1537987500.0
1537859700.0,1537895700.0
1537857600.0,1537944000.0
1527232500.0,1527290100.0
1527165000.0,1527179400.0
1527147900.0,1527176700.0
1527143100.0,1527229500.0
1527140700.0,1527194700.0
1527080400.0,1527098400.0
1527061500.0,1527147900.0
1527059400.0,1527145800.0
1526823000.0,1526841000.0
1526732100.0,1526753700.0
1526719200.0,1526722800.0
1526642100.0,1526667300.0
1526551200.0,1526569200.0
1526536800.0,1526576400.0
1526532600.0,1526619000.0
1526458800.0,1526469600.0
1526457600.0,1526486400.0
1526453700.0,1526504100.0
1526371200.0,1526403600.0
1526387400.0,1526405400.0
1528389300.0,1528403700.0
1528358100.0,1528394100.0
1528359300.0,1528391700.0
1528292400.0,1528324800.0
1539589500.0,1539639900.0
1528272000.0,1528308000.0
1528286400.0,1528329600.0
1539586800.0,1539615600.0
1539583200.0,1539608400.0
1539585000.0,1539613800.0
1528185000.0,1528221000.0
1539513900.0,1539542700.0
1539431100.0,1539438300.0
1528179900.0,1528266300.0
1539414900.0,1539450900.0
1539361500.0,1539372300.0
1528118100.0,1528132500.0
1539360000.0,1539363600.0
1539356400.0,1539360000.0
1539340800.0,1539344400.0
1528098000.0,1528123200.0
1539324000.0,1539345600.0
1539258600.0,1539291000.0
1528093800.0,1528122600.0
1528016400.0,1528045200.0
1527840000.0,1527872400.0
1539160200.0,1539171000.0
1527752700.0,1527839100.0
1527755400.0,1527769800.0
1527748800.0,1527835200.0
1527667500.0,1527696300.0
1527660900.0,1527747300.0
1538997300.0,1539000900.0
1527600900.0,1527629700.0
1527580200.0,1527616200.0
1527579600.0,1527619200.0
1538979300.0,1538997300.0
1527573600.0,1527660000.0
1538923800.0,1538949000.0
1538911800.0,1539091800.0
1527496800.0,1527532800.0
1527493200.0,1527514800.0
1538810400.0,1538846400.0
1527489000.0,1527719400.0
1538724900.0,1538760900.0
1538647200.0,1538676000.0
1531649700.0,1531667700.0
1531575900.0,1531579500.0
1538632800.0,1538658000.0
1531465800.0,1531487400.0
1531465200.0,1531494000.0
1531460700.0,1531485900.0
1533399000.0,1533413400.0
1533192900.0,1533279300.0
1531296000.0,1531335600.0
1531288800.0,1531314000.0
1533029400.0,1533058200.0
1531212000.0,1531298400.0
1532952600.0,1532967000.0
1531206000.0,1531245600.0
1531205100.0,1531251900.0
1531203300.0,1531246500.0
1531201800.0,1531234200.0
1531119600.0,1531252800.0
1532673000.0,1532759400.0
1532588400.0,1532628000.0
1532589300.0,1532625300.0
1532520000.0,1532545200.0
1532512800.0,1532548800.0
1530859200.0,1530945600.0
1532415300.0,1532458500.0
1530771900.0,1530858300.0
1530772200.0,1530858600.0
1530774000.0,1530831600.0
1530697500.0,1530711900.0
1530690900.0,1530777300.0
1530689400.0,1530714600.0
1530688500.0,1530735300.0
1532183700.0,1532194500.0
1530706800.0,1530782400.0
1529390700.0,1529477100.0
1531921200.0,1531935600.0
1531915200.0,1531944000.0
1529311500.0,1529343900.0
1537768800.0,1537794000.0
1537770600.0,1537803000.0
1529306400.0,1529335200.0
1529305800.0,1529327400.0
1531900800.0,1531936800.0
1531845900.0,1531853100.0
1531824900.0,1531860900.0
1531814700.0,1531868700.0
1537550100.0,1537575300.0
1529134200.0,1529163000.0
1529082300.0,1529100300.0
1537515000.0,1537551000.0
1537509600.0,1537531200.0
1537466400.0,1537480800.0
1529046000.0,1529096400.0
1535616600.0,1535703000.0
1528963200.0,1528981200.0
1528959600.0,1528981200.0
1537376100.0,1537397700.0
1528913700.0,1528935300.0
1528913100.0,1528999500.0
1535549100.0,1535574300.0
1528909500.0,1528927500.0
1528894800.0,1528916400.0
1537344000.0,1537383600.0
1537341600.0,1537366800.0
1535522400.0,1535544000.0
1537296000.0,1537314000.0
1528807200.0,1528825200.0
1528790700.0,1528877100.0
1528789200.0,1528875600.0
1537258800.0,1537298400.0
1535439000.0,1535460600.0
1528786500.0,1528872900.0
1537253100.0,1537339500.0
1535374500.0,1535460900.0
1528703100.0,1528742700.0
1535351400.0,1535383800.0
1537089900.0,1537104300.0
1537171200.0,1537192800.0
1537017300.0,1537020900.0
1528563900.0,1528574700.0
1535111400.0,1535140200.0
1536930000.0,1536948000.0
1535109000.0,1535116200.0
1536912600.0,1536952200.0
1536908700.0,1536948300.0
1528413000.0,1528456200.0
1535091300.0,1535148900.0
1536904800.0,1536926400.0
1529945400.0,1529959800.0
1529915100.0,1529954700.0
1535008200.0,1535094600.0
1535003100.0,1535028300.0
1534918500.0,1534940100.0
1529651100.0,1529737500.0
1525887900.0,1525920300.0
1529649900.0,1529693100.0
1525850700.0,1525883100.0
1529567400.0,1529603400.0
1531726200.0,1531765800.0
1529564400.0,1529604000.0
1531721700.0,1531847700.0
1531644300.0,1531680300.0
1529485200.0,1529510400.0
1525674600.0,1525692600.0
1531487100.0,1531508700.0
1525500900.0,1525644900.0
1525410000.0,1525496400.0
1531356600.0,1531443000.0
1530396900.0,1530400500.0
1531316400.0,1531327200.0
1530351600.0,1530387600.0
1531311900.0,1531329900.0
1530263700.0,1530299700.0
1531213200.0,1531242000.0
1530178800.0,1530207600.0
1530090600.0,1530108600.0
1531119600.0,1531159200.0
1531118700.0,1531151100.0
1530883800.0,1530909000.0
1529999100.0,1530085500.0
1530806100.0,1530809700.0
1530774000.0,1530799200.0
1530709800.0,1530713400.0
1530684000.0,1530727200.0
1530601200.0,1530630000.0
1537513200.0,1537542000.0
1537434600.0,1537463400.0
1537431900.0,1537453500.0
1537426200.0,1537451400.0
1537423200.0,1537448400.0
1537345200.0,1537370400.0
1537291800.0,1537309800.0
1537258500.0,1537290900.0
1537255800.0,1537273800.0
1537188000.0,1537206000.0
