DateTime,Temperature per Hour,Precipitation per Hour,Snowfall Hourly
1610004600.0,-3.6,0.0,0.0
1610008200.0,-1.9,0.0,0.0
1610011800.0,-1.1,0.0,0.0
1610015400.0,-0.0,0.0,0.0
1610019000.0,0.0,0.0,0.0
1610022600.0,0.3,0.0,0.0
1610026200.0,0.4,0.0,0.0
1610029800.0,0.5,0.0,0.0
1610033400.0,-0.6,0.0,0.0
1610037000.0,-1.5,0.0,0.0
1610040600.0,-2.3,0.05,0.0
1610044200.0,-2.6,0.0,0.0
1610047800.0,-2.7,0.0,0.0
1610051400.0,-2.7,0.01,0.0
1610055000.0,-2.6,0.0,0.0
1610058600.0,-2.4,0.01,0.0
1610062200.0,-2.7,0.0,0.0
1610065800.0,-2.8,0.0,0.0
1610069400.0,-2.8,0.0,0.0
1610073000.0,-2.6,0.0,0.0
1610076600.0,-3.0,0.01,0.0
1610080200.0,-2.9,0.0,0.0
1610083800.0,-2.8,0.0,0.0
1610087400.0,-2.8,0.0,0.0
1610091000.0,-2.8,0.0,0.0
1610094600.0,-2.7,0.0,0.0
1610098200.0,-1.9,0.0,0.0
1610101800.0,-1.0,0.0,0.0
1610105400.0,-0.5,0.0,0.0
1610109000.0,-0.2,0.0,0.0
1610112600.0,0.1,0.0,0.0
1610116200.0,-0.1,0.0,0.0
1610119800.0,-2.1,0.0,0.0
1610123400.0,-2.9,0.0,0.0
1610127000.0,-3.1,0.0,0.0
1610130600.0,-3.2,0.0,0.0
1610134200.0,-3.3,0.0,0.0
1610137800.0,-3.4,0.0,0.0
1610141400.0,-3.3,0.0,0.0
1610145000.0,-3.4,0.0,0.0
1610148600.0,-3.6,0.0,0.0
1610152200.0,-3.6,0.0,0.0
1610155800.0,-3.8,0.0,0.0
1610159400.0,-4.0,0.0,0.0
1610163000.0,-4.3,0.0,0.0
1610166600.0,-4.5,0.0,0.0
1610170200.0,-4.7,0.0,0.0
1610173800.0,-4.6,0.0,0.0
1610177400.0,-4.1,0.0,0.0
1610181000.0,-4.6,0.0,0.0
1610184600.0,-3.6,0.0,0.0
1610188200.0,-2.8,0.0,0.0
1610191800.0,-1.9,0.0,0.0
1610195400.0,-1.8,0.0,0.0
1610199000.0,-1.7,0.0,0.0
1610202600.0,-2.0,0.0,0.0
1610206200.0,-2.2,0.0,0.0
1610209800.0,-2.4,0.0,0.0
1610213400.0,-2.6,0.0,0.0
1610217000.0,-3.1,0.0,0.0
1610220600.0,-3.2,0.0,0.0
1610224200.0,-3.3,0.0,0.0
1610227800.0,-3.7,0.0,0.0
1610231400.0,-4.4,0.0,0.0
1610235000.0,-4.9,0.0,0.0
1610238600.0,-5.3,0.0,0.0
1610242200.0,-5.6,0.0,0.0
1610245800.0,-5.6,0.0,0.0
1610249400.0,-5.9,0.0,0.0
1610253000.0,-6.3,0.0,0.0
1610256600.0,-6.4,0.0,0.0
1610260200.0,-6.6,0.0,0.0
1610263800.0,-6.7,0.0,0.0
1610267400.0,-4.1,0.0,0.0
1610271000.0,-3.5,0.0,0.0
1610274600.0,-2.8,0.0,0.0
1610278200.0,-1.9,0.0,0.0
1610281800.0,-1.4,0.0,0.0
1610285400.0,-1.1,0.0,0.0
1610289000.0,-1.6,0.0,0.0
1610292600.0,-2.3,0.0,0.0
1610296200.0,-3.0,0.0,0.0
1610299800.0,-3.5,0.0,0.0
1610303400.0,-3.9,0.0,0.0
1610307000.0,-4.2,0.0,0.0
1610310600.0,-4.5,0.0,0.0
1610314200.0,-5.0,0.0,0.0
1610317800.0,-5.4,0.0,0.0
1610321400.0,-5.5,0.0,0.0
1610325000.0,-5.8,0.0,0.0
1610328600.0,-6.0,0.0,0.0
1610332200.0,-6.1,0.0,0.0
1610335800.0,-6.3,0.0,0.0
1610339400.0,-6.0,0.0,0.0
1610343000.0,-5.7,0.0,0.0
1610346600.0,-5.6,0.0,0.0
1610350200.0,-5.6,0.0,0.0
1610353800.0,-5.2,0.0,0.0
1610357400.0,-3.9,0.0,0.0
1610361000.0,-2.9,0.0,0.0
1610364600.0,-2.4,0.0,0.0
1610368200.0,-2.0,0.0,0.0
1610371800.0,-1.5,0.0,0.0
1610375400.0,-1.1,0.0,0.0
1610379000.0,-2.3,0.0,0.0
1610382600.0,-2.5,0.0,0.0
1610386200.0,-2.9,0.0,0.0
1610389800.0,-2.8,0.0,0.0
1610393400.0,-2.4,0.0,0.0
1610397000.0,-2.7,0.0,0.0
1610400600.0,-2.6,0.0,0.0
1610404200.0,-2.3,0.0,0.0
1610407800.0,-2.2,0.0,0.0
1610411400.0,-2.1,0.0,0.0
1610415000.0,-2.5,0.0,0.0
1610418600.0,-1.9,0.0,0.0
1610422200.0,-1.7,0.0,0.0
1610425800.0,-1.7,0.0,0.0
1610429400.0,-1.4,0.0,0.0
1610433000.0,-1.3,0.04,0.0
1610436600.0,-0.3,0.47,0.7
1610440200.0,-2.1,0.29,0.4
1610443800.0,-1.1,0.71,1.0
1610447400.0,0.7,0.46,0.7
1610451000.0,1.3,0.41,0.0
1610454600.0,0.4,0.3,0.4
1610458200.0,-0.1,0.56,0.8
1610461800.0,-0.3,0.97,1.4
1610465400.0,0.6,1.77,0.0
1610469000.0,0.6,1.6,0.0
1610472600.0,1.1,1.24,0.0
1610476200.0,1.0,1.15,0.0
1610479800.0,1.2,0.64,0.0
1610483400.0,1.6,0.97,0.0
1610487000.0,2.0,0.59,0.0
1610490600.0,2.0,0.12,0.0
1610494200.0,1.6,0.13,0.0
1610497800.0,1.4,0.05,0.0
1610501400.0,1.2,0.06,0.0
1610505000.0,1.1,0.22,0.0
1610508600.0,0.8,0.04,0.0
1610512200.0,1.3,0.0,0.0
1610515800.0,0.8,0.0,0.0
1610519400.0,0.6,0.0,0.0
1610523000.0,0.9,0.0,0.0
1610526600.0,1.0,0.0,0.0
1610530200.0,2.0,0.0,0.0
1610533800.0,3.0,0.0,0.0
1610537400.0,3.7,0.0,0.0
1610541000.0,3.8,0.0,0.0
1610544600.0,3.8,0.0,0.0
1610548200.0,3.5,0.0,0.0
1610551800.0,3.4,0.47,0.0
1610555400.0,2.3,2.09,0.0
1610559000.0,1.5,1.46,0.0
1610562600.0,1.4,1.63,0.0
1610566200.0,3.1,1.67,0.0
1610569800.0,3.7,1.34,0.0
1610573400.0,4.0,0.67,0.0
1610577000.0,4.1,1.58,0.0
1610580600.0,3.8,1.04,0.0
1610584200.0,3.6,0.59,0.0
1610587800.0,3.8,0.13,0.0
1610591400.0,4.0,0.16,0.0
1610595000.0,4.4,0.09,0.0
1610598600.0,4.4,0.01,0.0
1610602200.0,4.4,0.01,0.0
1610605800.0,4.3,0.11,0.0
1610609400.0,1.5,0.48,0.0
1610613000.0,3.4,0.73,0.0
1610616600.0,2.9,0.58,0.0
1610620200.0,2.7,0.52,0.0
1610623800.0,3.2,1.01,0.0
1610627400.0,3.2,1.05,0.0
1610631000.0,2.9,0.86,0.0
1610634600.0,3.0,0.75,0.0
1610638200.0,3.1,0.98,0.0
1610641800.0,2.0,0.93,0.0
1610645400.0,1.3,0.73,0.0
1610649000.0,1.0,0.89,0.0
1610652600.0,0.9,0.89,0.0
1610656200.0,0.7,1.02,0.0
1610659800.0,0.7,0.78,0.0
1610663400.0,0.7,0.85,0.0
1610667000.0,-0.4,0.28,0.4
1610670600.0,-0.2,0.07,0.0
1610674200.0,-0.5,0.04,0.0
1610677800.0,-0.5,0.01,0.0
1610681400.0,-0.4,0.1,0.0
1610685000.0,0.2,0.0,0.0
1610688600.0,-0.2,0.0,0.0
1610692200.0,-0.6,0.0,0.0
1610695800.0,-0.3,0.82,1.2
1610699400.0,-0.7,1.35,2.0
1610703000.0,-1.2,0.57,0.8
1610706600.0,-1.2,0.55,0.8
1610710200.0,-1.6,0.73,1.1
1610713800.0,-1.7,0.6,0.9
1610717400.0,-2.2,0.2,0.3
1610721000.0,-2.7,0.04,0.0
1610724600.0,-3.3,0.0,0.0
1610728200.0,-4.7,0.0,0.0
1610731800.0,-5.3,0.0,0.0
1610735400.0,-6.3,0.0,0.0
1610739000.0,-6.2,0.0,0.0
1610742600.0,-5.7,0.0,0.0
1610746200.0,-5.7,0.0,0.0
1610749800.0,-6.0,0.0,0.0
1610753400.0,-6.3,0.0,0.0
1610757000.0,-6.3,0.0,0.0
1610760600.0,-6.1,0.0,0.0
1610764200.0,-6.3,0.0,0.0
1610767800.0,-6.7,0.0,0.0
1610771400.0,-6.7,0.0,0.0
1610775000.0,-6.6,0.0,0.0
1610778600.0,-6.7,0.0,0.0
1610782200.0,-7.5,0.0,0.0
1610785800.0,-5.8,0.0,0.0
1610789400.0,-4.3,0.0,0.0
1610793000.0,-3.6,0.0,0.0
1610796600.0,-3.8,0.0,0.0
1610800200.0,-3.5,0.0,0.0
1610803800.0,-3.5,0.0,0.0
1610807400.0,-3.6,0.0,0.0
1610811000.0,-3.6,0.0,0.0
1610814600.0,-3.2,0.0,0.0
1610818200.0,-2.8,0.0,0.0
1610821800.0,-2.5,0.0,0.0
1610825400.0,-2.1,0.17,0.2
1610829000.0,-1.9,0.42,0.6
1610832600.0,-2.0,0.34,0.5
1610836200.0,-2.0,0.3,0.4
1610839800.0,-1.9,0.17,0.3
1610843400.0,-1.9,0.0,0.0
1610847000.0,-1.5,0.03,0.0
1610850600.0,-1.1,0.01,0.0
1610854200.0,0.5,0.02,0.0
1610857800.0,1.7,0.0,0.0
1610861400.0,2.0,0.0,0.0
1610865000.0,1.7,0.01,0.0
1610868600.0,1.3,0.01,0.0
1610872200.0,0.9,0.01,0.0
1610875800.0,0.8,0.01,0.0
1610879400.0,1.1,0.61,0.0
1610883000.0,1.4,1.21,0.0
1610886600.0,1.2,0.64,0.0
1610890200.0,1.1,0.52,0.0
1610893800.0,1.0,0.76,0.0
1610897400.0,0.8,0.08,0.0
1610901000.0,0.8,0.0,0.0
1610904600.0,0.8,0.0,0.0
1610908200.0,0.7,0.08,0.0
1610911800.0,0.7,0.15,0.0
1610915400.0,0.5,0.02,0.0
1610919000.0,0.4,0.0,0.0
1610922600.0,0.8,0.0,0.0
1610926200.0,0.5,0.0,0.0
1610929800.0,0.4,0.01,0.0
1610933400.0,0.4,0.0,0.0
1610937000.0,0.3,0.0,0.0
1610940600.0,0.1,0.01,0.0
1610944200.0,0.3,0.0,0.0
1610947800.0,0.2,0.0,0.0
1610951400.0,-0.3,0.0,0.0
1610955000.0,-0.6,0.0,0.0
1610958600.0,-0.5,0.0,0.0
1610962200.0,0.2,0.0,0.0
1610965800.0,0.9,0.0,0.0
1610969400.0,1.3,0.0,0.0
1610973000.0,1.4,0.0,0.0
1610976600.0,1.3,0.0,0.0
1610980200.0,0.8,0.0,0.0
1610983800.0,-0.4,0.0,0.0
1610987400.0,-1.0,0.0,0.0
1610991000.0,-1.9,0.0,0.0
1610994600.0,-2.1,0.0,0.0
1610998200.0,-2.2,0.0,0.0
1611001800.0,-2.3,0.0,0.0
1611005400.0,-2.2,0.0,0.0
1611009000.0,-2.3,0.0,0.0
1611012600.0,-2.4,0.0,0.0
1611016200.0,-2.6,0.0,0.0
1611019800.0,-2.4,0.0,0.0
1611023400.0,-2.4,0.0,0.0
1611027000.0,-2.3,0.0,0.0
1611030600.0,-1.9,0.0,0.0
1611034200.0,-2.2,0.0,0.0
1611037800.0,-2.1,0.0,0.0
1611041400.0,-1.8,0.0,0.0
1611045000.0,-1.8,0.0,0.0
1611048600.0,-0.5,0.0,0.0
1611052200.0,0.4,0.0,0.0
1611055800.0,1.0,0.0,0.0
1611059400.0,1.8,0.0,0.0
1611063000.0,2.2,0.0,0.0
1611066600.0,2.2,0.0,0.0
1611070200.0,1.5,0.0,0.0
1611073800.0,1.6,0.0,0.0
1611077400.0,1.8,0.0,0.0
1611081000.0,1.7,0.0,0.0
1611084600.0,1.7,0.0,0.0
1611088200.0,1.7,0.0,0.0
1611091800.0,1.9,0.0,0.0
1611095400.0,2.1,0.0,0.0
1611099000.0,2.2,0.0,0.0
1611102600.0,2.1,0.0,0.0
1611106200.0,2.0,0.0,0.0
1611109800.0,2.1,0.0,0.0
1611113400.0,1.5,0.0,0.0
1611117000.0,1.3,0.0,0.0
1611120600.0,1.7,0.0,0.0
1611124200.0,2.2,0.0,0.0
1611127800.0,1.9,0.0,0.0
1611131400.0,-0.6,0.0,0.0
1611135000.0,0.0,0.0,0.0
1611138600.0,1.5,0.0,0.0
1611142200.0,2.8,0.0,0.0
1611145800.0,3.3,0.0,0.0
1611149400.0,3.2,0.0,0.0
1611153000.0,3.2,0.0,0.0
1611156600.0,2.5,0.0,0.0
1611160200.0,2.4,0.0,0.0
1611163800.0,2.9,0.0,0.0
1611167400.0,3.1,0.0,0.0
1611171000.0,3.3,0.0,0.0
1611174600.0,3.3,0.0,0.0
1611178200.0,3.1,0.0,0.0
1611181800.0,1.7,0.0,0.0
1611185400.0,2.7,0.0,0.0
1611189000.0,2.2,0.0,0.0
1611192600.0,3.2,0.0,0.0
1611196200.0,3.3,0.0,0.0
1611199800.0,3.5,0.03,0.0
1611203400.0,3.2,0.0,0.0
1611207000.0,3.1,0.0,0.0
1611210600.0,3.5,0.05,0.0
1611214200.0,3.5,0.06,0.0
1611217800.0,3.7,0.0,0.0
1611221400.0,3.9,0.02,0.0
1611225000.0,4.8,0.61,0.0
1611228600.0,5.0,0.33,0.0
1611232200.0,5.9,0.0,0.0
1611235800.0,5.9,0.08,0.0
1611239400.0,5.5,0.01,0.0
1611243000.0,5.1,0.05,0.0
1611246600.0,5.4,0.0,0.0
1611250200.0,5.7,0.0,0.0
1611253800.0,4.6,0.07,0.0
1611257400.0,4.8,0.2,0.0
1611261000.0,4.9,0.36,0.0
1611264600.0,5.0,0.41,0.0
1611268200.0,5.3,0.03,0.0
1611271800.0,5.5,0.47,0.0
1611275400.0,4.2,0.81,0.0
1611279000.0,5.7,3.08,0.0
1611282600.0,5.0,0.0,0.0
1611286200.0,4.8,0.34,0.0
1611289800.0,4.5,0.08,0.0
1611293400.0,4.7,0.52,0.0
1611297000.0,4.6,0.0,0.0
1611300600.0,4.4,0.0,0.0
1611304200.0,3.4,0.0,0.0
1611307800.0,4.9,0.01,0.0
1611311400.0,6.0,0.05,0.0
1611315000.0,6.7,0.0,0.0
1611318600.0,7.6,0.0,0.0
1611322200.0,7.2,0.15,0.0
1611325800.0,6.4,0.19,0.0
1611329400.0,5.6,0.0,0.0
1611333000.0,5.2,0.0,0.0
1611336600.0,4.9,0.0,0.0
1611340200.0,4.3,0.18,0.0
1611343800.0,4.0,0.7,0.0
1611347400.0,3.9,1.75,0.0
1611351000.0,2.7,3.36,0.0
1611354600.0,1.4,0.83,0.0
1611358200.0,1.1,0.66,0.0
1611361800.0,0.9,1.0,0.0
1611365400.0,1.0,0.2,0.0
1611369000.0,1.2,0.17,0.0
1611372600.0,1.1,0.0,0.0
1611376200.0,1.0,0.0,0.0
1611379800.0,0.7,0.0,0.0
1611383400.0,0.1,0.0,0.0
1611387000.0,0.0,0.0,0.0
1611390600.0,0.5,0.0,0.0
1611394200.0,1.4,0.0,0.0
1611397800.0,2.0,0.0,0.0
1611401400.0,2.5,0.0,0.0
1611405000.0,3.3,0.0,0.0
1611408600.0,3.2,0.13,0.0
1611412200.0,2.5,0.02,0.0
1611415800.0,1.7,0.12,0.0
1611419400.0,1.5,0.38,0.0
1611423000.0,1.6,0.62,0.0
1611426600.0,2.1,0.45,0.0
1611430200.0,0.9,0.53,0.0
1611433800.0,1.1,1.04,0.0
1611437400.0,1.4,0.18,0.0
1611441000.0,2.0,0.0,0.0
1611444600.0,2.0,0.11,0.0
1611448200.0,1.7,0.06,0.0
1611451800.0,1.1,0.0,0.0
1611455400.0,0.7,0.0,0.0
1611459000.0,-0.2,0.0,0.0
1611462600.0,-1.1,0.0,0.0
1611466200.0,-1.7,0.0,0.0
1611469800.0,-2.0,0.0,0.0
1611473400.0,-1.8,0.0,0.0
1611477000.0,-0.9,0.0,0.0
1611480600.0,-0.0,0.0,0.0
1611484200.0,1.1,0.0,0.0
1611487800.0,2.0,0.0,0.0
1611491400.0,2.5,0.0,0.0
1611495000.0,2.7,0.0,0.0
1611498600.0,2.6,0.0,0.0
1611502200.0,1.2,0.0,0.0
1611505800.0,-0.6,0.0,0.0
1611509400.0,-0.5,0.0,0.0
1611513000.0,-0.2,0.0,0.0
1611516600.0,0.2,0.03,0.0
1611520200.0,-0.1,0.08,0.0
1611523800.0,-0.9,0.09,0.0
1611527400.0,-1.2,0.06,0.0
1611531000.0,-1.2,0.27,0.4
1611534600.0,-1.0,0.17,0.3
1611538200.0,-0.9,0.91,1.4
1611541800.0,-0.3,0.4,0.6
1611545400.0,0.6,0.4,0.5
1611549000.0,0.0,0.52,0.8
1611552600.0,-0.2,1.46,2.2
1611556200.0,-1.1,0.46,0.7
1611559800.0,-0.7,1.17,1.7
1611563400.0,-0.4,0.93,1.4
1611567000.0,-0.1,0.39,0.6
1611570600.0,0.0,0.0,0.0
1611574200.0,0.1,0.29,0.0
1611577800.0,0.4,0.35,0.0
1611581400.0,0.1,0.0,0.0
1611585000.0,-0.2,0.0,0.0
1611588600.0,-0.8,0.0,0.0
1611592200.0,-1.3,0.0,0.0
1611595800.0,-2.0,0.03,0.0
1611599400.0,-2.9,0.07,0.0
1611603000.0,-2.4,0.0,0.0
1611606600.0,-2.2,0.04,0.0
1611610200.0,-2.3,0.01,0.0
1611613800.0,-2.4,0.0,0.0
1611617400.0,-1.9,0.19,0.3
1611621000.0,-2.3,0.3,0.4
1611624600.0,-2.8,0.0,0.0
1611628200.0,-4.1,0.0,0.0
1611631800.0,-4.4,0.01,0.0
1611635400.0,-4.5,0.0,0.0
1611639000.0,-4.9,0.0,0.0
1611642600.0,-5.1,0.0,0.0
1611646200.0,-5.2,0.0,0.0
1611649800.0,-3.2,0.03,0.0
1611653400.0,-1.9,0.05,0.0
1611657000.0,-1.3,0.0,0.0
1611660600.0,-0.6,0.0,0.0
1611664200.0,-0.2,0.0,0.0
1611667800.0,-0.3,0.0,0.0
1611671400.0,-0.4,0.0,0.0
1611675000.0,-2.1,0.01,0.0
1611678600.0,-3.9,0.0,0.0
1611682200.0,-4.5,0.0,0.0
1611685800.0,-4.7,0.0,0.0
1611689400.0,-4.7,0.0,0.0
1611693000.0,-4.8,0.0,0.0
1611696600.0,-5.0,0.0,0.0
1611700200.0,-5.1,0.0,0.0
1611703800.0,-4.7,0.0,0.0
1611707400.0,-4.1,0.0,0.0
1611711000.0,-4.7,0.0,0.0
1611714600.0,-3.9,0.0,0.0
1611718200.0,-3.1,0.0,0.0
1611721800.0,-2.8,0.08,0.0
1611725400.0,-3.0,0.3,0.4
1611729000.0,-3.0,0.55,0.8
1611732600.0,-3.0,0.08,0.0
1611736200.0,-3.9,0.41,0.6
1611739800.0,-2.3,0.7,1.0
1611743400.0,-1.8,0.06,0.0
1611747000.0,-1.6,0.19,0.3
1611750600.0,-1.1,0.58,0.9
1611754200.0,-0.9,0.87,1.3
1611757800.0,-0.4,0.56,0.8
1611761400.0,0.2,0.63,0.8
1611765000.0,0.8,0.99,0.0
1611768600.0,1.5,0.65,0.0
1611772200.0,1.9,1.07,0.0
1611775800.0,2.1,0.97,0.0
1611779400.0,2.1,1.3,0.0
1611783000.0,2.4,1.15,0.0
1611786600.0,2.6,0.08,0.0
1611790200.0,2.8,0.03,0.0
1611793800.0,2.6,0.01,0.0
1611797400.0,3.1,0.04,0.0
1611801000.0,2.4,0.12,0.0
1611804600.0,2.8,0.54,0.0
1611808200.0,2.9,1.2,0.0
1611811800.0,2.7,1.18,0.0
1611815400.0,2.8,2.05,0.0
1611819000.0,2.5,1.67,0.0
1611822600.0,2.3,0.7,0.0
1611826200.0,1.8,0.05,0.0
1611829800.0,2.9,4.78,0.0
1611833400.0,3.6,4.3,0.0
1611837000.0,3.7,0.33,0.0
1611840600.0,3.7,0.02,0.0
1611844200.0,4.2,0.01,0.0
1611847800.0,4.4,0.02,0.0
1611851400.0,4.9,0.35,0.0
1611855000.0,4.9,0.51,0.0
1611858600.0,4.6,0.07,0.0
1611862200.0,4.6,0.21,0.0
1611865800.0,4.7,0.21,0.0
1611869400.0,4.7,0.28,0.0
1611873000.0,4.9,0.13,0.0
1611876600.0,4.7,0.14,0.0
1611880200.0,4.7,0.0,0.0
1611883800.0,4.5,0.93,0.0
1611887400.0,4.4,4.97,0.0
1611891000.0,4.4,1.27,0.0
1611894600.0,4.6,1.71,0.0
1611898200.0,4.4,1.43,0.0
1611901800.0,5.2,3.39,0.0
1611905400.0,5.4,2.88,0.0
1611909000.0,4.6,2.22,0.0
1611912600.0,4.9,2.17,0.0
1611916200.0,5.1,0.2,0.0
1611919800.0,4.7,0.0,0.0
1611923400.0,4.2,0.07,0.0
1611927000.0,4.3,0.15,0.0
1611930600.0,4.1,0.03,0.0
1611934200.0,4.0,0.02,0.0
1611937800.0,3.9,0.57,0.0
1611941400.0,4.0,0.28,0.0
1611945000.0,4.0,1.21,0.0
1611948600.0,3.9,0.19,0.0
1611952200.0,4.0,0.23,0.0
1611955800.0,4.4,0.16,0.0
1611959400.0,4.2,0.01,0.0
1611963000.0,3.8,0.02,0.0
1611966600.0,3.9,0.0,0.0
1611970200.0,4.0,0.0,0.0
1611973800.0,3.7,0.0,0.0
1611977400.0,3.2,0.0,0.0
1611981000.0,2.9,0.0,0.0
1611984600.0,2.8,0.01,0.0
1611988200.0,3.0,0.04,0.0
1611991800.0,2.8,0.16,0.0
1611995400.0,3.6,0.5,0.0
1611999000.0,4.3,0.34,0.0
1612002600.0,4.3,0.48,0.0
